Commodity, Weight in Kg, Price in Rs
Brinjal, 1, 32
Tomotto ottu, 1, 20
LadyFinger, 1, 24
SnakeGuard, 1, 26
BitterGourd, 1, 34
Bottlegourd, 1, 12
Pumpkin, 1, 16
Bean, 1, 74
ClusterBeans, 1, 16
Red Chillies, 1, 26
Onion, 1, 24
Pallari, 1, 24
Ginger, 1, 120
Potato, 1, 30
Radish, 1, 18
Mango, 1, 14
Cabbage, 1, 20
Carrot, 1, 34
Beetroot, 1, 30
Soybeans, 1, 120
Drumstickbeans, 1, 56
butterbeans, 1, –
Banana nut, 1 piece, 03
Banana stem, 1, 8
BananaFlower, 1, 8
Curry leaves, 1, 20
Coriander leaves, 1, 45
Mint, 1, 30
GreensLeaves, 1, 10
Garlic, 1, 80-100
ButtonMushrooms, 1, 190
Papaya, 1, 24
SavSav, 1, 36
