,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal, 1, 20,2014-6-20
1,Tomotto ottu, 1, 16,2014-6-20
2,LadyFinger, 1, 20,2014-6-20
3,SnakeGuard, 1, 24,2014-6-20
4,BitterGourd, 1, 32,2014-6-20
5,Bottlegourd, 1, 10,2014-6-20
6,Pumpkin, 1, 12,2014-6-20
7,Bean, 1, 70,2014-6-20
8,ClusterBeans, 1, 20,2014-6-20
9,Red Chillies, 1, 30,2014-6-20
10,Onion, 1, 24,2014-6-20
11,Pallari, 1, 20,2014-6-20
12,Ginger, 1, 120,2014-6-20
13,Potato, 1, 28,2014-6-20
14,Radish, 1, 18,2014-6-20
15,Mango, 1, 16,2014-6-20
16,Cabbage, 1, 16,2014-6-20
17,Carrot, 1, 28,2014-6-20
18,Beetroot, 1, 24,2014-6-20
19,Soybeans, 1, 120,2014-6-20
20,Drumstickbeans, 1, 54,2014-6-20
21,butterbeans, 1, –,2014-6-20
22,Banana nut, 1 piece, 04,2014-6-20
23,Banana stem, 1, 10,2014-6-20
24,BananaFlower, 1, 10,2014-6-20
25,Curry leaves, 1, 40,2014-6-20
26,Coriander leaves, 1, 35,2014-6-20
27,Mint, 1, 30,2014-6-20
28,GreensLeaves, 1, 10,2014-6-20
29,Garlic, 1, 80-110,2014-6-20
30,ButtonMushrooms, 1, 190,2014-6-20
31,Papaya, 1, 20,2014-6-20
32,SavSav, 1, 38,2014-6-20
