,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 7 to 10,2017-9-21
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-9-21
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 80 to 90,2017-9-21
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 75 to 85,2017-9-21
36,36,36,36,36,36,Mullangi 1st Quality, 1, 20,2017-9-21
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 15,2017-9-21
38,38,38,38,38,38,Inji/Ginger, 1, 50 to 60,2017-9-21
39,39,39,39,39,39,Butter Beans, 1, 140,2017-9-21
40,40,40,40,40,40,Mutta Kose, 1, 20 to 25,2017-9-21
41,41,41,41,41,41,Pachai Pattani, 1, 120,2017-9-21
42,42,42,42,42,42,Pakarkai, 1, 15 to 20,2017-9-21
43,43,43,43,43,43,Nookal, 1, 40,2017-9-21
44,44,44,44,44,44,Chaw Chaw, 1, 12 to 15,2017-9-21
45,45,45,45,45,45,Kovakkai, 1, 16,2017-9-21
46,46,46,46,46,46,Kothavarangai, 1, 20,2017-9-21
47,47,47,47,47,47,Nellikai, 1, 30 to 45,2017-9-21
48,48,48,48,48,48,Narthangai, 1, 30,2017-9-21
49,49,49,49,49,49,Vellarikai, 1, 15,2017-9-21
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-22
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 25 to 30,2017-11-22
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, 20 to 25,2017-11-22
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 120 to 140,2017-11-22
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 40 to 45,2017-11-22
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 25,2017-11-22
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 20,2017-11-22
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 35 to 40,2017-11-22
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 30 to 35,2017-11-22
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 5,2017-11-22
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, 65,2017-11-22
11,11,11,11,11,11,Plant Drumstick/செடி முருங்கை,1, 70,2017-11-22
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 17,2017-11-22
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 10,2017-11-22
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 8,2017-11-22
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 2.50,2017-11-22
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 23 to 24,2017-11-22
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 3 to 5,2017-11-22
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 6,2017-11-22
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 80,2017-11-22
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 90 to 100,2017-11-22
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 10 to 15,2017-11-22
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, –,2017-11-22
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-11-22
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-11-22
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 17 to 28,2017-11-22
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 25 to 30,2017-11-22
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 20 to 25,2017-11-22
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20 to 25,2017-11-22
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 15,2017-11-22
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 24,2017-11-22
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-11-22
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 5.50,2017-11-22
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-11-22
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 15,2017-11-22
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-11-22
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 30 to 40,2017-11-22
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 25 to 35,2017-11-22
38,38,38,38,38,38,Ginger/இஞ்சி,1, 25 to 30,2017-11-22
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 120 to 140,2017-11-22
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 30 to 35,2017-11-22
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 120 to 150,2017-11-22
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 15 to 18,2017-11-22
43,43,43,43,43,43,Nookal/நூக்கல்,1, 20 to 40,2017-11-22
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 5 to 7,2017-11-22
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 35,2017-11-22
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 8 to 9,2017-11-22
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-11-22
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-11-22
49,49,49,49,49,49,Cucumber/வெள்ளரிக்காய்,1, 26,2017-11-22
50,50,50,50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 130,2017-11-22
51,51,51,51,51,51,Gourd/பீர்க்கங்காய்,1, 10 to 12,2017-11-22
52,52,52,52,52,52,Small Tuber/சிறு கிழங்கு,1, 35,2017-11-22
53,53,53,53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30,2017-11-22
54,54,54,54,54,54,Soya beans/சோயா பீன்ஸ்,1, 110 to 120,2017-11-22
55,55,55,55,55,55,Butter Soya/பட்டர் சோயா,1, –,2017-11-22
56,56,56,56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 25 to 30,2017-11-22
57,57,57,57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 25 to 30,2017-11-22
58,58,58,58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20 to 25,2017-11-22
59,59,59,59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40 to 45,2017-11-22
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 20 to 30,2017-12-22
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 5 to 6,2017-12-22
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, –,2017-12-22
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 80 to 90,2017-12-22
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 40 to 45,2017-12-22
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 20 to 30,2017-12-22
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 15 to 25,2017-12-22
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 55,2017-12-22
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 35 to 50,2017-12-22
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 12,2017-12-22
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, –,2017-12-22
11,11,11,11,11,11,Plant Drumstick/முருங்கை,1, –,2017-12-22
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 15 to 25,2017-12-22
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 14,2017-12-22
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 20,2017-12-22
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 5,2017-12-22
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 13,2017-12-22
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2,2017-12-22
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3,2017-12-22
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 75 to80,2017-12-22
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 70,2017-12-22
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 18,2017-12-22
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-22
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-12-22
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-22
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 7 to 12,2017-12-22
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 20,2017-12-22
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 15,2017-12-22
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 15 to 20,2017-12-22
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2017-12-22
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 20 to 24,2017-12-22
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 15 to 20,2017-12-22
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 7,2017-12-22
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-22
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 6 to 10,2017-12-22
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-22
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2017-12-22
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, –,2017-12-22
38,38,38,38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-22
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80,2017-12-22
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 10 to 15,2017-12-22
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 80,2017-12-22
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 16 to 18,2017-12-22
43,43,43,43,43,43,Nookal/நூக்கல்,1, 10 to 15,2017-12-22
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 5 to 7,2017-12-22
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 35,2017-12-22
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 23,2017-12-22
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 35 to 40,2017-12-22
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-12-22
49,49,49,49,49,49,Cucumber/வெள்ளரிக்காய்,1, 17,2017-12-22
50,50,50,50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-12-22
51,51,51,51,51,51,Gourd/பீர்க்கங்காய்,1, 15 to 18,2017-12-22
52,52,52,52,52,52,Small Tuber/சிறு கிழங்கு,1, 40,2017-12-22
53,53,53,53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 35,2017-12-22
54,54,54,54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80,2017-12-22
55,55,55,55,55,55,Butter Soya/பட்டர் சோயா,1, 80,2017-12-22
56,56,56,56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 25 to 30,2017-12-22
57,57,57,57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 35,2017-12-22
58,58,58,58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 20,2017-12-22
59,59,59,59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 30,2017-12-22
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 20 to 25,2017- 2-2
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017- 2-2
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10 to 12,2017- 2-2
3,3,3,3,3,3,Small Onion, 1, 20 to 25,2017- 2-2
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 2-2
5,5,5,5,5,5,Beans 1st Quality, –, 45 to 53,2017- 2-2
6,6,6,6,6,6,Beans 2nd Quality, 1, 28 to 30,2017- 2-2
7,7,7,7,7,7,Carrot 1st Quality, 1, 12 to 15,2017- 2-2
8,8,8,8,8,8,Carrot 2nd Quality, 1, 10 to 12,2017- 2-2
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 60,2017- 2-2
10,10,10,10,10,10,Maram Murungai, 1, 26,2017- 2-2
11,11,11,11,11,11,Chedi Murungai, 1, 28 to 35,2017- 2-2
12,12,12,12,12,12,Avarai Ottu, 1, 19,2017- 2-2
13,13,13,13,13,13,Pachai Payaru, 1, 40,2017- 2-2
14,14,14,14,14,14,Vellai Payaru, 1, 18,2017- 2-2
15,15,15,15,15,15,Suraikai, 1, –,2017- 2-2
16,16,16,16,16,16,Beetroot, 1, 7,2017- 2-2
17,17,17,17,17,17,Sunami Sambar, 1, 20,2017- 2-2
18,18,18,18,18,18,Pusanikai, 1, 8,2017- 2-2
19,19,19,19,19,19,Kalla Manga/Mango, 1, 20,2017- 2-2
20,20,20,20,20,20,Orutu Manga/Mango, 1, 12 to 15,2017- 2-2
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 20,2017- 2-2
22,22,22,22,22,22,Potato 2nd Quality, 1, 12 to 15,2017- 2-2
23,23,23,23,23,23,Coconut 1st Quality, –, 30 to 32,2017- 2-2
24,24,24,24,24,24,Coconut 2nd Quality, –, 25 to 28,2017- 2-2
25,25,25,25,25,25,Green Chilli, 1, 20 to 36,2017- 2-2
26,26,26,26,26,26,Cauliflower 1st Quality, –, 12 to 15,2017- 2-2
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 8 to 10,2017- 2-2
28,28,28,28,28,28,Katharikai Pachai, 1, 20,2017- 2-2
29,29,29,29,29,29,Katharikai ootha, 1, 6,2017- 2-2
30,30,30,30,30,30,Valai Thar, –, 28 to 30,2017- 2-2
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017- 2-2
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 11,2017- 2-2
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 5 to 10,2017- 2-2
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 12 to 15,2017- 2-2
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 8 to 10,2017- 2-2
36,36,36,36,36,36,Mullangi 1st Quality, 1, 8 to 15,2017- 2-2
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 5 to 8,2017- 2-2
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017- 2-2
39,39,39,39,39,39,Butter Beans, 1, 50 to 60,2017- 2-2
40,40,40,40,40,40,Mutta Kose, 1, 8 to 10,2017- 2-2
41,41,41,41,41,41,Pachai Pattani, 1, 26 to 30,2017- 2-2
42,42,42,42,42,42,Pakarkai, 1, 26,2017- 2-2
43,43,43,43,43,43,Nookal, 1, 30 to 40,2017- 2-2
44,44,44,44,44,44,Chaw Chaw, 1, 10 to 15,2017- 2-2
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 40,2017-2-22
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017-2-22
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-2-22
3,3,3,3,3,3,Small Onion, 1, 40,2017-2-22
4,4,4,4,4,4,Bellary (Big Onion), 1, 12 to 15,2017-2-22
5,5,5,5,5,5,Beans 1st Quality, –, 32 to 40,2017-2-22
6,6,6,6,6,6,Beans 2nd Quality, 1, 27 to 35,2017-2-22
7,7,7,7,7,7,Carrot 1st Quality, 1, 12 to 15,2017-2-22
8,8,8,8,8,8,Carrot 2nd Quality, 1, 7 to 10,2017-2-22
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 57,2017-2-22
10,10,10,10,10,10,Maram Murungai, 1, 11 to 14,2017-2-22
11,11,11,11,11,11,Chedi Murungai, 1, 17,2017-2-22
12,12,12,12,12,12,Avarai Ottu, 1, 25 to 35,2017-2-22
13,13,13,13,13,13,Pachai Payaru, 1, 40,2017-2-22
14,14,14,14,14,14,Vellai Payaru, 1, 30,2017-2-22
15,15,15,15,15,15,Suraikai, 1, 9,2017-2-22
16,16,16,16,16,16,Beetroot, 1, 8,2017-2-22
17,17,17,17,17,17,Sunami Sambar, 1, 20,2017-2-22
18,18,18,18,18,18,Pusanikai, 1, 10 to 12,2017-2-22
19,19,19,19,19,19,Kalla Manga/Mango, 1, 20,2017-2-22
20,20,20,20,20,20,Orutu Manga/Mango, 1, 12 to 17,2017-2-22
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 20,2017-2-22
22,22,22,22,22,22,Potato 2nd Quality, 1, 10 to 15,2017-2-22
23,23,23,23,23,23,Coconut 1st Quality, –, 25 to 30,2017-2-22
24,24,24,24,24,24,Coconut 2nd Quality, –, 20 to 25,2017-2-22
25,25,25,25,25,25,Green Chilli, 1, 14 to 35,2017-2-22
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20,2017-2-22
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15,2017-2-22
28,28,28,28,28,28,Katharikai Pachai, 1, 30 to 40,2017-2-22
29,29,29,29,29,29,Katharikai ootha, 1, 25,2017-2-22
30,30,30,30,30,30,Valai Thar, –, 28 to 30,2017-2-22
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 15 to 20,2017-2-22
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25 to 35,2017-2-22
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20 to 30,2017-2-22
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 15 to 20,2017-2-22
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 10 to 15,2017-2-22
36,36,36,36,36,36,Mullangi 1st Quality, 1, 20 to 25,2017-2-22
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 15 to 20,2017-2-22
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017-2-22
39,39,39,39,39,39,Butter Beans, 1, 120,2017-2-22
40,40,40,40,40,40,Mutta Kose, 1, 8,2017-2-22
41,41,41,41,41,41,Pachai Pattani, 1, 25,2017-2-22
42,42,42,42,42,42,Pakarkai, 1, 25 to 35,2017-2-22
43,43,43,43,43,43,Nookal, 1, 10,2017-2-22
44,44,44,44,44,44,Chaw Chaw, 1, 10 to 15,2017-2-22
45,45,45,45,45,45,Kovakkai, 1, 15 to 20,2017-2-22
46,46,46,46,46,46,Kothavarangai, 1, 25 to 30,2017-2-22
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 55 to 60,2017-3-22
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 25,2017-3-22
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 20,2017-3-22
3,3,3,3,3,3,Small Onion, 1, 45,2017-3-22
4,4,4,4,4,4,Bellary (Big Onion), 1, 12 to 13,2017-3-22
5,5,5,5,5,5,Beans 1st Quality, –, 80 to 90,2017-3-22
6,6,6,6,6,6,Beans 2nd Quality, 1, 75 to 85,2017-3-22
7,7,7,7,7,7,Carrot 1st Quality, 1, 25 to 35,2017-3-22
8,8,8,8,8,8,Carrot 2nd Quality, 1, 20 to 30,2017-3-22
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 2525,2017-3-22
10,10,10,10,10,10,Maram Murungai, 1, 6 to 7,2017-3-22
11,11,11,11,11,11,Chedi Murungai, 1, 10,2017-3-22
12,12,12,12,12,12,Avarai Ottu, 1, 50 to 60,2017-3-22
13,13,13,13,13,13,Pachai Payaru, 1, 50,2017-3-22
14,14,14,14,14,14,Vellai Payaru, 1, 60,2017-3-22
15,15,15,15,15,15,Suraikai, 1, 10,2017-3-22
16,16,16,16,16,16,Beetroot, 1, 18 to 20,2017-3-22
17,17,17,17,17,17,Sunami Sambar, 1, 25,2017-3-22
18,18,18,18,18,18,Pusanikai, 1, 16,2017-3-22
19,19,19,19,19,19,Kalla Manga/Mango, 1, 14,2017-3-22
20,20,20,20,20,20,Orutu Manga/Mango, 1, 12,2017-3-22
21,21,21,21,21,21,Potato 1st Quality, 1, 12 to 15,2017-3-22
22,22,22,22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-3-22
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-3-22
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-3-22
25,25,25,25,25,25,Green Chilli, 1, 15 to 35,2017-3-22
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25,2017-3-22
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20,2017-3-22
28,28,28,28,28,28,Katharikai Pachai, 1, 25,2017-3-22
29,29,29,29,29,29,Katharikai ootha, 1, 20,2017-3-22
30,30,30,30,30,30,Valai Thar, –, 25,2017-3-22
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-3-22
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017-3-22
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-3-22
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 20 to 25,2017-3-22
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 15 to 20,2017-3-22
36,36,36,36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017-3-22
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 20 to 25,2017-3-22
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-3-22
39,39,39,39,39,39,Butter Beans, 1, 120,2017-3-22
40,40,40,40,40,40,Mutta Kose, 1, 10 to 12,2017-3-22
41,41,41,41,41,41,Pachai Pattani, 1, 25,2017-3-22
42,42,42,42,42,42,Pakarkai, 1, 20,2017-3-22
43,43,43,43,43,43,Nookal, 1, 25,2017-3-22
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-3-22
45,45,45,45,45,45,Kovakkai, 1, 18,2017-3-22
46,46,46,46,46,46,Kothavarangai, 1, 25,2017-3-22
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50 to 65,2017-4-22
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 10,2017-4-22
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, –,2017-4-22
3,3,3,3,3,3,Small Onion, 1, 55 to 60,2017-4-22
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-4-22
5,5,5,5,5,5,Beans 1st Quality, –, 85 to 90,2017-4-22
6,6,6,6,6,6,Beans 2nd Quality, 1, 80 to 85,2017-4-22
7,7,7,7,7,7,Carrot 1st Quality, 1, 65,2017-4-22
8,8,8,8,8,8,Carrot 2nd Quality, 1, 60,2017-4-22
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 10,2017-4-22
10,10,10,10,10,10,Maram Murungai, 1, 8 to 10,2017-4-22
11,11,11,11,11,11,Chedi Murungai, 1, 13,2017-4-22
12,12,12,12,12,12,Avarai Ottu, 1, 10 to 15,2017-4-22
13,13,13,13,13,13,Pachai Payaru, 1, 25,2017-4-22
14,14,14,14,14,14,Vellai Payaru, 1, 20,2017-4-22
15,15,15,15,15,15,Suraikai, 1, 7,2017-4-22
16,16,16,16,16,16,Beetroot, 1, 22 to 25,2017-4-22
17,17,17,17,17,17,Sunami Sambar, 1, 22 to 25,2017-4-22
18,18,18,18,18,18,Pusanikai, 1, 15 to 16,2017-4-22
19,19,19,19,19,19,Kalla Manga/Mango, 1, 8 to 10,2017-4-22
20,20,20,20,20,20,Orutu Manga/Mango, 1, 10,2017-4-22
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 18,2017-4-22
22,22,22,22,22,22,Potato 2nd Quality, 1, 10 to 13,2017-4-22
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-4-22
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-4-22
25,25,25,25,25,25,Green Chilli, 1, 18 to 40,2017-4-22
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017-4-22
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-4-22
28,28,28,28,28,28,Katharikai Pachai, 1, 30 to 35,2017-4-22
29,29,29,29,29,29,Katharikai ootha, 1, 28,2017-4-22
30,30,30,30,30,30,Valai Thar, –, 25,2017-4-22
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-4-22
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-4-22
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 23,2017-4-22
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-4-22
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-4-22
36,36,36,36,36,36,Mullangi 1st Quality, 1, 30,2017-4-22
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 25,2017-4-22
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017-4-22
39,39,39,39,39,39,Butter Beans, 1, 160,2017-4-22
40,40,40,40,40,40,Mutta Kose, 1, 15 to 20,2017-4-22
41,41,41,41,41,41,Pachai Pattani, 1, 60 to 70,2017-4-22
42,42,42,42,42,42,Pakarkai, 1, 30 to 35,2017-4-22
43,43,43,43,43,43,Nookal, 1, 30,2017-4-22
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-4-22
45,45,45,45,45,45,Kovakkai, 1, 18,2017-4-22
46,46,46,46,46,46,Kothavarangai, 1, 15 to 2.0,2017-4-22
