,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,Lemon/எலுமிச்சை,1, 25 to 30,2017-11-15
45,45,45,45,45,Kovakkai, 1, 27,2017-10-12
46,46,46,46,46,Kothavarangai, 1, 12,2017-10-12
47,47,47,47,47,Nellikai, 1, 30,2017-10-12
48,48,48,48,48,Narthangai, 1, 30,2017-10-12
49,49,49,49,49,Vellarikai, 1, 23,2017-10-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 30 to 35,2017-12-12
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 15 to 20,2017-12-12
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, 10 to 15,2017-12-12
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 70 to 130,2017-12-12
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 40 to 45,2017-12-12
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 40 to 55,2017-12-12
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 35 to 50,2017-12-12
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 40 to 60,2017-12-12
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 35 to 55,2017-12-12
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 12,2017-12-12
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, 150,2017-12-12
11,11,11,11,11,11,Plant Drumstick/செடி முருங்கை,1, 110,2017-12-12
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 19 to 40,2017-12-12
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 13,2017-12-12
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 14,2017-12-12
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 5 to 13,2017-12-12
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 12,2017-12-12
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2. 50,2017-12-12
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3,2017-12-12
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 85,2017-12-12
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 75,2017-12-12
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 15 to 18,2017-12-12
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-12
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 45,2017-12-12
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 40,2017-12-12
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 7 to 15,2017-12-12
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 15 to 20,2017-12-12
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2017-12-12
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20 to 25,2017-12-12
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 20,2017-12-12
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 20 to 22,2017-12-12
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-12
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 6,2017-12-12
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-12
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 10 to 12,2017-12-12
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-12
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 15 to 20,2017-12-12
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, 10 to 15,2017-12-12
38,38,38,38,38,38,Ginger/இஞ்சி,1, 20 to 25,2017-12-12
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 80 to 90,2017-12-12
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 20 to 25,2017-12-12
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 70 to 80,2017-12-12
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 10 to 13,2017-12-12
43,43,43,43,43,43,Nookal/நூக்கல்,1, 15 to 20,2017-12-12
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 5 to 10,2017-12-12
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 33,2017-12-12
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 28,2017-12-12
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 20 to 25,2017-12-12
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 15 to 20,2017-12-12
49,49,49,49,49,49,Cucumber/வெள்ளரிக்காய்,1, 30,2017-12-12
50,50,50,50,50,50,Garlic/வெள்ளை பூண்டு,1, 100 to 120,2017-12-12
51,51,51,51,51,51,Gourd/பீர்க்கங்காய்,1, 20 to 25,2017-12-12
52,52,52,52,52,52,Small Tuber/சிறு கிழங்கு,1, 40 to 45,2017-12-12
53,53,53,53,53,53,Colocasia/சேப்பங்கிழங்கு,1, 30 to 35,2017-12-12
54,54,54,54,54,54,Soya beans/சோயா பீன்ஸ்,1, 80,2017-12-12
55,55,55,55,55,55,Butter Soya/பட்டர் சோயா,1, 80,2017-12-12
56,56,56,56,56,56,Senai Kilangu/சேனை கிழங்கு,1, 30,2017-12-12
57,57,57,57,57,57,Karunai Kilangu/கருணைக்கிழங்கு,1, 30 to 35,2017-12-12
58,58,58,58,58,58,Drumstick beans/முருங்கை பீன்ஸ்,1, 40,2017-12-12
59,59,59,59,59,59,Mangai Inji/மாங்காய் இஞ்சி,1, 40,2017-12-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 22 to 25,2017- 2-1
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017- 2-1
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10 to 12,2017- 2-1
3,3,3,3,3,3,Small Onion, 1, 20 to 25,2017- 2-1
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017- 2-1
5,5,5,5,5,5,Beans 1st Quality, –, 45 to 50,2017- 2-1
6,6,6,6,6,6,Beans 2nd Quality, 1, 30 to 38,2017- 2-1
7,7,7,7,7,7,Carrot 1st Quality, 1, 15 to 20,2017- 2-1
8,8,8,8,8,8,Carrot 2nd Quality, 1, 10 to 12,2017- 2-1
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 65,2017- 2-1
10,10,10,10,10,10,Maram Murungai, 1, 22,2017- 2-1
11,11,11,11,11,11,Chedi Murungai, 1, 28 to 35,2017- 2-1
12,12,12,12,12,12,Avarai Ottu, 1, 17,2017- 2-1
13,13,13,13,13,13,Pachai Payaru, 1, 40,2017- 2-1
14,14,14,14,14,14,Vellai Payaru, 1, 18,2017- 2-1
15,15,15,15,15,15,Suraikai, 1, 4,2017- 2-1
16,16,16,16,16,16,Beetroot, 1, 7,2017- 2-1
17,17,17,17,17,17,Sunami Sambar, 1, 10 to 12,2017- 2-1
18,18,18,18,18,18,Pusanikai, 1, 8,2017- 2-1
19,19,19,19,19,19,Kalla Manga/Mango, 1, 20,2017- 2-1
20,20,20,20,20,20,Orutu Manga/Mango, 1, 12 to 15,2017- 2-1
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 20,2017- 2-1
22,22,22,22,22,22,Potato 2nd Quality, 1, 12 to 15,2017- 2-1
23,23,23,23,23,23,Coconut 1st Quality, –, 30 to 32,2017- 2-1
24,24,24,24,24,24,Coconut 2nd Quality, –, 25 to 28,2017- 2-1
25,25,25,25,25,25,Green Chilli, 1, 16 to 32,2017- 2-1
26,26,26,26,26,26,Cauliflower 1st Quality, –, 12 to 15,2017- 2-1
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 8 to 10,2017- 2-1
28,28,28,28,28,28,Katharikai Pachai, 1, 25 to 30,2017- 2-1
29,29,29,29,29,29,Katharikai ootha, 1, 6,2017- 2-1
30,30,30,30,30,30,Valai Thar, –, 30 to 32,2017- 2-1
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 10,2017- 2-1
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 11,2017- 2-1
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 8 to 10,2017- 2-1
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 12 to 15,2017- 2-1
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 8 to 10,2017- 2-1
36,36,36,36,36,36,Mullangi 1st Quality, 1, 10 to 15,2017- 2-1
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 8 to 10,2017- 2-1
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017- 2-1
39,39,39,39,39,39,Butter Beans, 1, 50 to 60,2017- 2-1
40,40,40,40,40,40,Mutta Kose, 1, 8 to 10,2017- 2-1
41,41,41,41,41,41,Pachai Pattani, 1, 25 to 30,2017- 2-1
42,42,42,42,42,42,Pakarkai, 1, 26,2017- 2-1
43,43,43,43,43,43,Nookal, 1, 30 to 40,2017- 2-1
44,44,44,44,44,44,Chaw Chaw, 1, 8 to 10,2017- 2-1
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 60 to 65,2017-4-12
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-4-12
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-4-12
3,3,3,3,3,3,Small Onion, 1, 60 to 65,2017-4-12
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-4-12
5,5,5,5,5,5,Beans 1st Quality, –, 65 to 80,2017-4-12
6,6,6,6,6,6,Beans 2nd Quality, 1, 60 to 75,2017-4-12
7,7,7,7,7,7,Carrot 1st Quality, 1, 45 to 60,2017-4-12
8,8,8,8,8,8,Carrot 2nd Quality, 1, 40 to 55,2017-4-12
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 62 to 39,2017-4-12
10,10,10,10,10,10,Maram Murungai, 1, 28 to 12,2017-4-12
11,11,11,11,11,11,Chedi Murungai, 1, 16,2017-4-12
12,12,12,12,12,12,Avarai Ottu, 1, 30 to 50,2017-4-12
13,13,13,13,13,13,Pachai Payaru, 1, 40,2017-4-12
14,14,14,14,14,14,Vellai Payaru, 1, 35,2017-4-12
15,15,15,15,15,15,Suraikai, 1, 13 to 20,2017-4-12
16,16,16,16,16,16,Beetroot, 1, _,2017-4-12
17,17,17,17,17,17,Sunami Sambar, 1, 18 to 23,2017-4-12
18,18,18,18,18,18,Pusanikai, 1, 16 to 18,2017-4-12
19,19,19,19,19,19,Kalla Manga/Mango, 1, 12 to 15,2017-4-12
20,20,20,20,20,20,Orutu Manga/Mango, 1, 10,2017-4-12
21,21,21,21,21,21,Potato 1st Quality, 1, 15to 18,2017-4-12
22,22,22,22,22,22,Potato 2nd Quality, 1, 10 to 13,2017-4-12
23,23,23,23,23,23,Coconut 1st Quality, –, 25 to 30,2017-4-12
24,24,24,24,24,24,Coconut 2nd Quality, –, 20 to 25,2017-4-12
25,25,25,25,25,25,Green Chilli, 1, 35 to 48,2017-4-12
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-4-12
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-4-12
28,28,28,28,28,28,Katharikai Pachai, 1, 30 to 40,2017-4-12
29,29,29,29,29,29,Katharikai ootha, 1, 30,2017-4-12
30,30,30,30,30,30,Valai Thar, –, 25,2017-4-12
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 40,2017-4-12
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 40,2017-4-12
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 35,2017-4-12
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 40,2017-4-12
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 35,2017-4-12
36,36,36,36,36,36,Mullangi 1st Quality, 1, 40,2017-4-12
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 35,2017-4-12
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017-4-12
39,39,39,39,39,39,Butter Beans, 1, 160,2017-4-12
40,40,40,40,40,40,Mutta Kose, 1, 28 to 35,2017-4-12
41,41,41,41,41,41,Pachai Pattani, 1, 60 to 80,2017-4-12
42,42,42,42,42,42,Pakarkai, 1, 45 to 55,2017-4-12
43,43,43,43,43,43,Nookal, 1, 35 to 45,2017-4-12
44,44,44,44,44,44,Chaw Chaw, 1, 28 to 30,2017-4-12
45,45,45,45,45,45,Kovakkai, 1, 18 to 25,2017-4-12
46,46,46,46,46,46,Kothavarangai, 1, 24 to 30,2017-4-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 65,2017-5-12
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 10,2017-5-12
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, –,2017-5-12
3,3,3,3,3,3,Small Onion, 1, 85 to90,2017-5-12
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to12,2017-5-12
5,5,5,5,5,5,Beans 1st Quality, –, 80,2017-5-12
6,6,6,6,6,6,Beans 2nd Quality, 1, 75,2017-5-12
7,7,7,7,7,7,Carrot 1st Quality, 1, 75,2017-5-12
8,8,8,8,8,8,Carrot 2nd Quality, 1, 70,2017-5-12
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 15,2017-5-12
10,10,10,10,10,10,Maram Murungai, 1, 15 to28,2017-5-12
11,11,11,11,11,11,Chedi Murungai, 1, 38,2017-5-12
12,12,12,12,12,12,Avarai Ottu, 1, 25,2017-5-12
13,13,13,13,13,13,Pachai Payaru, 1, 30,2017-5-12
14,14,14,14,14,14,Vellai Payaru, 1, 40,2017-5-12
15,15,15,15,15,15,Suraikai, 1, 11,2017-5-12
16,16,16,16,16,16,Beetroot, 1, 25 to35,2017-5-12
17,17,17,17,17,17,Sunami Sambar, 1, 15,2017-5-12
18,18,18,18,18,18,Pusanikai, 1, 10 to12,2017-5-12
19,19,19,19,19,19,Kalla Manga/Mango, 1, 9,2017-5-12
20,20,20,20,20,20,Orutu Manga/Mango, 1, 7 to8,2017-5-12
21,21,21,21,21,21,Potato 1st Quality, 1, 18 to20,2017-5-12
22,22,22,22,22,22,Potato 2nd Quality, 1, 13 to 15,2017-5-12
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-5-12
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-5-12
25,25,25,25,25,25,Green Chilli, 1, 45 to70,2017-5-12
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25,2017-5-12
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20,2017-5-12
28,28,28,28,28,28,Katharikai Pachai, 1, 40,2017-5-12
29,29,29,29,29,29,Katharikai ootha, 1, 30,2017-5-12
30,30,30,30,30,30,Valai Thar, –, 25,2017-5-12
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-5-12
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 35,2017-5-12
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 30,2017-5-12
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 80 to100,2017-5-12
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 75 to 95,2017-5-12
36,36,36,36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017-5-12
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 20 to25,2017-5-12
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-5-12
39,39,39,39,39,39,Butter Beans, 1, 160,2017-5-12
40,40,40,40,40,40,Mutta Kose, 1, 25,2017-5-12
41,41,41,41,41,41,Pachai Pattani, 1, 150,2017-5-12
42,42,42,42,42,42,Pakarkai, 1, 35 to 45,2017-5-12
43,43,43,43,43,43,Nookal, 1, 40,2017-5-12
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-5-12
45,45,45,45,45,45,Kovakkai, 1, 35 to 45,2017-5-12
46,46,46,46,46,46,Kothavarangai, 1, 15 to20,2017-5-12
47,47,47,47,47,47,Nellikai, 1, 40,2017-5-12
48,48,48,48,48,48,Narthangai, 1, 70,2017-5-12
49,49,49,49,49,49,Vellarikai, 1, 18,2017-5-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 30,2017-7-12
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 70to 80,2017-7-12
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 65to 75,2017-7-12
3,3,3,3,3,3,Small Onion, 1, 70 to 90,2017-7-12
4,4,4,4,4,4,Bellary (Big Onion), 1, 9 to 12,2017-7-12
5,5,5,5,5,5,Beans 1st Quality, –, 35 to 45,2017-7-12
6,6,6,6,6,6,Beans 2nd Quality, 1, 30 to 40,2017-7-12
7,7,7,7,7,7,Carrot 1st Quality, 1, 55 to 60,2017-7-12
8,8,8,8,8,8,Carrot 2nd Quality, 1, 50 to 55,2017-7-12
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 32,2017-7-12
10,10,10,10,10,10,Maram Murungai, 1, –,2017-7-12
11,11,11,11,11,11,Chedi Murungai, 1, –,2017-7-12
12,12,12,12,12,12,Avarai Ottu, 1, 35 to 45,2017-7-12
13,13,13,13,13,13,Pachai Payaru, 1, 20,2017-7-12
14,14,14,14,14,14,Vellai Payaru, 1, 25,2017-7-12
15,15,15,15,15,15,Suraikai, 1, 8,2017-7-12
16,16,16,16,16,16,Beetroot, 1, 18 to 20,2017-7-12
17,17,17,17,17,17,Sunami Sambar, 1, 15 to 18,2017-7-12
18,18,18,18,18,18,Pusanikai, 1, 6,2017-7-12
19,19,19,19,19,19,Kalla Manga/Mango, 1, 25,2017-7-12
20,20,20,20,20,20,Orutu Manga/Mango, 1, 20,2017-7-12
21,21,21,21,21,21,Potato 1st Quality, 1, 12 to 18,2017-7-12
22,22,22,22,22,22,Potato 2nd Quality, 1, 10,2017-7-12
23,23,23,23,23,23,Coconut 1st Quality, –, 25 to 30,2017-7-12
24,24,24,24,24,24,Coconut 2nd Quality, –, 20 to 25,2017-7-12
25,25,25,25,25,25,Green Chilli, 1, 65 to 55,2017-7-12
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25,2017-7-12
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20,2017-7-12
28,28,28,28,28,28,Katharikai Pachai, 1, 40,2017-7-12
29,29,29,29,29,29,Katharikai ootha, 1, 30,2017-7-12
30,30,30,30,30,30,Valai Thar, –, 23 to 30,2017-7-12
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 18 to 20,2017-7-12
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15 to 18,2017-7-12
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10,2017-7-12
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-7-12
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-7-12
36,36,36,36,36,36,Mullangi 1st Quality, 1, 25 to 30,2017-7-12
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 20 to 25,2017-7-12
38,38,38,38,38,38,Inji/Ginger, 1, 40,2017-7-12
39,39,39,39,39,39,Butter Beans, 1, 120,2017-7-12
40,40,40,40,40,40,Mutta Kose, 1, 10 to 12,2017-7-12
41,41,41,41,41,41,Pachai Pattani, 1, 180,2017-7-12
42,42,42,42,42,42,Pakarkai, 1, 30 to 35,2017-7-12
43,43,43,43,43,43,Nookal, 1, 25,2017-7-12
44,44,44,44,44,44,Chaw Chaw, 1, 12,2017-7-12
45,45,45,45,45,45,Kovakkai, 1, 25,2017-7-12
46,46,46,46,46,46,Kothavarangai, 1, 20 to 25,2017-7-12
47,47,47,47,47,47,Nellikai, 1, 40,2017-7-12
48,48,48,48,48,48,Narthangai, 1, 40,2017-7-12
49,49,49,49,49,49,Vellarikai, 1, 25,2017-7-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,0,Lemon, 1, 40,2017-8-12
1,1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 43 to 50,2017-8-12
2,2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 38 to 45,2017-8-12
3,3,3,3,3,3,3,Small Onion, 1, 60 to 70,2017-8-12
4,4,4,4,4,4,4,Bellary (Big Onion), 1, 35,2017-8-12
5,5,5,5,5,5,5,Beans 1st Quality, –, 40 to 45,2017-8-12
6,6,6,6,6,6,6,Beans 2nd Quality, 1, 34 to 40,2017-8-12
7,7,7,7,7,7,7,Carrot 1st Quality, 1, 50 to 55,2017-8-12
8,8,8,8,8,8,8,Carrot 2nd Quality, 1, 45 to 50,2017-8-12
9,9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 28 to 30,2017-8-12
10,10,10,10,10,10,10,Maram Murungai, 1, 19,2017-8-12
11,11,11,11,11,11,11,Chedi Murungai, 1, 18,2017-8-12
12,12,12,12,12,12,12,Avarai Ottu, 1, 25 to 35,2017-8-12
13,13,13,13,13,13,13,Pachai Payaru, 1, 30,2017-8-12
14,14,14,14,14,14,14,Vellai Payaru, 1, 25,2017-8-12
15,15,15,15,15,15,15,Suraikai, 1, 12,2017-8-12
16,16,16,16,16,16,16,Beetroot, 1, 18 to 20,2017-8-12
17,17,17,17,17,17,17,Sunami Sambar, 1, 10,2017-8-12
18,18,18,18,18,18,18,Pusanikai, 1, 8,2017-8-12
19,19,19,19,19,19,19,Kalla Manga/Mango, 1, 60,2017-8-12
20,20,20,20,20,20,20,Orutu Manga/Mango, 1, 50,2017-8-12
21,21,21,21,21,21,21,Potato 1st Quality, 1, 18 to 20,2017-8-12
22,22,22,22,22,22,22,Potato 2nd Quality, 1, 15,2017-8-12
23,23,23,23,23,23,23,Coconut 1st Quality, –, 32,2017-8-12
24,24,24,24,24,24,24,Coconut 2nd Quality, –, 27,2017-8-12
25,25,25,25,25,25,25,Green Chilli, 1, 45 to 65,2017-8-12
26,26,26,26,26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017-8-12
27,27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-8-12
28,28,28,28,28,28,28,Katharikai Pachai, 1, 30,2017-8-12
29,29,29,29,29,29,29,Katharikai ootha, 1, 25,2017-8-12
30,30,30,30,30,30,30,Valai Thar, –, 32,2017-8-12
31,31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-8-12
32,32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 20,2017-8-12
33,33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 15,2017-8-12
34,34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 30,2017-8-12
35,35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 25,2017-8-12
36,36,36,36,36,36,36,Mullangi 1st Quality, 1, 30,2017-8-12
37,37,37,37,37,37,37,Mullangi 2nd Quality, 1, 25,2017-8-12
38,38,38,38,38,38,38,Inji/Ginger, 1, 33 to 40,2017-8-12
39,39,39,39,39,39,39,Butter Beans, 1, 80,2017-8-12
40,40,40,40,40,40,40,Mutta Kose, 1, 18 to 20,2017-8-12
41,41,41,41,41,41,41,Pachai Pattani, 1, 80 to 90,2017-8-12
42,42,42,42,42,42,42,Pakarkai, 1, 20 to 28,2017-8-12
43,43,43,43,43,43,43,Nookal, 1, 30 to 40,2017-8-12
44,44,44,44,44,44,44,Chaw Chaw, 1, 20 to 21,2017-8-12
45,45,45,45,45,45,45,Kovakkai, 1, 25,2017-8-12
46,46,46,46,46,46,46,Kothavarangai, 1, 35,2017-8-12
47,47,47,47,47,47,47,Nellikai, 1, 40,2017-8-12
48,48,48,48,48,48,48,Narthangai, 1, 40,2017-8-12
49,49,49,49,49,49,49,Vellarikai, 1, 30,2017-8-12
,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50 to 60,2017-9-12
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-9-12
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-9-12
3,3,3,3,3,3,Small Onion, 1, 60 to 80,2017-9-12
4,4,4,4,4,4,Bellary (Big Onion), 1, 25 to 26,2017-9-12
5,5,5,5,5,5,Beans 1st Quality, –, 40 to 45,2017-9-12
6,6,6,6,6,6,Beans 2nd Quality, 1, 35 to 40,2017-9-12
7,7,7,7,7,7,Carrot 1st Quality, 1, 20 to 30,2017-9-12
8,8,8,8,8,8,Carrot 2nd Quality, 1, 15 to 25,2017-9-12
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 5,2017-9-12
10,10,10,10,10,10,Maram Murungai, 1, 28,2017-9-12
11,11,11,11,11,11,Chedi Murungai, 1, –,2017-9-12
12,12,12,12,12,12,Avarai Ottu, 1, 25 to 35,2017-9-12
13,13,13,13,13,13,Pachai Payaru, 1, 7,2017-9-12
14,14,14,14,14,14,Vellai Payaru, 1, 15,2017-9-12
15,15,15,15,15,15,Suraikai, 1, 4,2017-9-12
16,16,16,16,16,16,Beetroot, 1, 16 to 18,2017-9-12
17,17,17,17,17,17,Sunami Sambar, 1, 5 to 6,2017-9-12
18,18,18,18,18,18,Pusanikai, 1, 8,2017-9-12
19,19,19,19,19,19,Kalla Manga/Mango, 1, 50,2017-9-12
20,20,20,20,20,20,Orutu Manga/Mango, 1, 40,2017-9-12
21,21,21,21,21,21,Potato 1st Quality, 1, 15,2017-9-12
22,22,22,22,22,22,Potato 2nd Quality, 1, 10,2017-9-12
23,23,23,23,23,23,Coconut 1st Quality, –, 35 to 37,2017-9-12
24,24,24,24,24,24,Coconut 2nd Quality, –, 30 to 32,2017-9-12
25,25,25,25,25,25,Green Chilli, 1, 22 to 34,2017-9-12
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20,2017-9-12
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15,2017-9-12
