,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt / அவரை (பெல்ட்), 1, 12,2013-12-31
1,Avarai Kolee / அவரை (கோலி), 1, 12,2013-12-31
2,Avarai ottu  / அவரை (ஒட்டு), 1, –,2013-12-31
3,Beans / பீன்ஸ், 1, 11,2013-12-31
4,Beetroot / பீட்ரூட், 1, 10,2013-12-31
5,Bellary / பெல்லாரி, 1, 20,2013-12-31
6,C Flower / காளிபிளவர், 1Flower, 10,2013-12-31
7,C Vengayam / சின்னவெங்காயம், 1, 30,2013-12-31
8,Chaw Chaw / சவ்சவ், 1, 06,2013-12-31
9,Kaththari Disco / கத்தரி(டிஸ்கோ), 1, 6,2013-12-31
10,Kaththari Green / கத்தரி(பச்சை), 1, 8,2013-12-31
11,Kothavarai / கொத்தவரை, 1, 09,2013-12-31
12,Milagai Sambar  / மிளகாய்(சாம்பார்), 1, 11,2013-12-31
13,Milagai urundai / மிளகாய்(உருண்டை), 1, 15,2013-12-31
14,Mullaingi / முள்ளங்கி, 1, 07,2013-12-31
15,Murungai chedi / முருங்கை(செடி), 1, 110,2013-12-31
16,Murungai Maram / முருங்கை(மரம்), 1, 100,2013-12-31
17,Nelli / நெல்லி, 1, 15,2013-12-31
18,Pavarkai / பாகற்காய், 1, 17,2013-12-31
19,Perkangkai / பீர்க்கங்காய், 1, 12,2013-12-31
20,Pudalai / புடலங்காய், 1, 05,2013-12-31
21,Red Pusanikkai / சிகப்பு பூசணிக்காய், 1, 4,2013-12-31
22,Sambar Vellari / சாம்பார் வெள்ளரி, 1, 3,2013-12-31
23,Suraikai / சுரைக்காய், 1, 3,2013-12-31
24,Thakkali / தக்காளி, 1, 5,2013-12-31
25,Thatta payaru / தட்டப்பயிறு, 1, 08,2013-12-31
26,Vendai / வெண்டைக்காய், 1, 12,2013-12-31
