,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 36,2016-7-29
1,Tomotto ottu / Thakkali Ottu, 1, 15,2016-7-29
2,Lady’s Finger / Venda Kai, 1, 14,2016-7-29
3,Snake Guard / Pudalai, 1, 29,2016-7-29
4,Bitter Gourd / Pakar kai, 1, 36,2016-7-29
5,Bottle gourd / Sura kai, 1, 7,2016-7-29
6,Pumpkin / Pusani kai, 1, 16,2016-7-29
7,Beans / Avarai Kai, 1, 48,2016-7-29
8,Cluster Beans / Kothavarai, 1, 16,2016-7-29
9,Red Chilies / Kundu Milagai, 1, 55,2016-7-29
10,Small Onion / Chinna Vengayam, 1, 20,2016-7-29
11,Big Onion / Pallari, 1, 18,2016-7-29
12,Ginger / Inji, 1, –,2016-7-29
13,Potato / Urulai Kelangu, 1, 30,2016-7-29
14,Radish / Mulangi, 1, 14,2016-7-29
15,Mango / Maa, 1, –,2016-7-29
16,Cabbage / Mutta Kose, 1, 30,2016-7-29
17,Carrot, 1, 44,2016-7-29
18,Beetroot, 1, 32,2016-7-29
19,Soya Beans, 1, 90,2016-7-29
20,Drumstick Beans / Murungai Beans, 1, 30,2016-7-29
21,Butter beans, 1, –,2016-7-29
22,Banana nut / Vala kai, 1 piece, 4,2016-7-29
23,Banana stem / Vala Thandu, 1, 10,2016-7-29
24,Banana Flower / Vala Poo, 1, 10,2016-7-29
25,Curry leaves / Karu Vepilai, 1, 20,2016-7-29
26,Coriander leaves / Malli Ilai, 1, 10,2016-7-29
27,Mint / Puthina, 1, 20,2016-7-29
28,Greens Leaves / Keerai Kattu, 1, 10,2016-7-29
29,Garlic / Poondu, 1, –,2016-7-29
30,Button Mushrooms / Button Kaalan, 1, 200,2016-7-29
31,Papaya / Papali, 1, 20,2016-7-29
32,Sav Sav, 1, 26,2016-7-29
33,Sapotta, 1, –,2016-7-29
34,Field bean / Mochai, 1, –,2016-7-29
