Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 60
Tomotto ottu / Thakkali Ottu, 1, 5
Lady’s Finger / Venda Kai, 1, 24
Snake Guard / Pudalai, 1, 20
Bitter Gourd / Pakar kai, 1, 24
Bottle gourd / Sura kai, 1, 10
Pumpkin / Pusani kai, 1, 16
Beans / Avarai Kai, 1, 30
Cluster Beans / Kothavarai, 1, 20
Red Chilies / Kundu Milagai, 1, 36
Small Onion / Chinna Vengayam, 1, 24
Big Onion / Pallari, 1, 18
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 26
Radish / Mulangi, 1, 8
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 16
Carrot, 1, 40
Beetroot, 1, 30
Soya Beans, 1, 120
Drumstick Beans / Murungai Beans, 1, 50
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 4
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 8
Curry leaves / Karu Vepilai, 1, 30
Coriander leaves / Malli Ilai, 1, 10
Mint / Puthina, 1, 20
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 180
Papaya / Papali, 1, 18
Sav Sav, 1, 30
Sapotta, 1, 20
Field bean / Mochai, 1, 40
