,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 30,2016- 9-2
1,Tomotto ottu / Thakkali Ottu, 1, 8,2016- 9-2
2,Lady’s Finger / Venda Kai, 1, 14,2016- 9-2
3,Snake Guard / Pudalai, 1, 18,2016- 9-2
4,Bitter Gourd / Pakar kai, 1, 26,2016- 9-2
5,Bottle gourd / Sura kai, 1, 8,2016- 9-2
6,Pumpkin / Pusani kai, 1, 25,2016- 9-2
7,Beans / Avarai Kai, 1, 30,2016- 9-2
8,Cluster Beans / Kothavarai, 1, 12,2016- 9-2
9,Red Chilies / Kundu Milagai, 1, 32,2016- 9-2
10,Small Onion / Chinna Vengayam, 1, 18,2016- 9-2
11,Big Onion / Pallari, 1, 18,2016- 9-2
12,Ginger / Inji, 1, –,2016- 9-2
13,Potato / Urulai Kelangu, 1, 34,2016- 9-2
14,Radish / Mulangi, 1, 14,2016- 9-2
15,Mango / Maa, 1, –,2016- 9-2
16,Cabbage / Mutta Kose, 1, 18,2016- 9-2
17,Carrot, 1, 34,2016- 9-2
18,Beetroot, 1, 28,2016- 9-2
19,Soya Beans, 1, 60,2016- 9-2
20,Drumstick Beans / Murungai Beans, 1, 30,2016- 9-2
21,Butter beans, 1, –,2016- 9-2
22,Banana nut / Vala kai, 1 piece, 5,2016- 9-2
23,Banana stem / Vala Thandu, 1, 10,2016- 9-2
24,Banana Flower / Vala Poo, 1, 10,2016- 9-2
25,Curry leaves / Karu Vepilai, 1, 20,2016- 9-2
26,Coriander leaves / Malli Ilai, 1, 20,2016- 9-2
27,Mint / Puthina, 1, 20,2016- 9-2
28,Greens Leaves / Keerai Kattu, 1, 12,2016- 9-2
29,Garlic / Poondu, 1, –,2016- 9-2
30,Button Mushrooms / Button Kaalan, 1, –,2016- 9-2
31,Papaya / Papali, 1, 25,2016- 9-2
32,Sav Sav, 1, 24,2016- 9-2
33,Sapotta, 1, –,2016- 9-2
34,Puli / Tamarind, 1, 80,2016- 9-2
