,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 46,2016- 3-6
1,Tomotto ottu / Thakkali Ottu, 1, 6,2016- 3-6
2,Lady’s Finger / Venda Kai, 1, 14,2016- 3-6
3,Snake Guard / Pudalai, 1, 14,2016- 3-6
4,Bitter Gourd / Pakar kai, 1, 18,2016- 3-6
5,Bottle gourd / Sura kai, 1, 8,2016- 3-6
6,Pumpkin / Pusani kai, 1, 10,2016- 3-6
7,Beans / Avarai Kai, 1, 20,2016- 3-6
8,Cluster Beans / Kothavarai, 1, 18,2016- 3-6
9,Red Chilies / Kundu Milagai, 1, 40,2016- 3-6
10,Small Onion / Chinna Vengayam, 1, 24,2016- 3-6
11,Big Onion / Pallari, 1, 18,2016- 3-6
12,Ginger / Inji, 1, –,2016- 3-6
13,Potato / Urulai Kelangu, 1, 26,2016- 3-6
14,Radish / Mulangi, 1, 8,2016- 3-6
15,Mango / Maa, 1, –,2016- 3-6
16,Cabbage / Mutta Kose, 1, 16,2016- 3-6
17,Carrot, 1, 44,2016- 3-6
18,Beetroot, 1, 26,2016- 3-6
19,Soya Beans, 1, 110,2016- 3-6
20,Drumstick Beans / Murungai Beans, 1, 34,2016- 3-6
21,Butter beans, 1, –,2016- 3-6
22,Banana nut / Vala kai, 1 piece, 4,2016- 3-6
23,Banana stem / Vala Thandu, 1, 8,2016- 3-6
24,Banana Flower / Vala Poo, 1, 6,2016- 3-6
25,Curry leaves / Karu Vepilai, 1, 30,2016- 3-6
26,Coriander leaves / Malli Ilai, 1, 5,2016- 3-6
27,Mint / Puthina, 1, 10,2016- 3-6
28,Greens Leaves / Keerai Kattu, 1, 12,2016- 3-6
29,Garlic / Poondu, 1, –,2016- 3-6
30,Button Mushrooms / Button Kaalan, 1, 180,2016- 3-6
31,Papaya / Papali, 1, 24,2016- 3-6
32,Sav Sav, 1, 20,2016- 3-6
33,Sapotta, 1, –,2016- 3-6
34,Field bean / Mochai, 1, 56,2016- 3-6
