,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 34,2016- 6-7
1,Tomotto ottu / Thakkali Ottu, 1, 58,2016- 6-7
2,Lady’s Finger / Venda Kai, 1, 34,2016- 6-7
3,Snake Guard / Pudalai, 1, 24,2016- 6-7
4,Bitter Gourd / Pakar kai, 1, 45,2016- 6-7
5,Bottle gourd / Sura kai, 1, 12,2016- 6-7
6,Pumpkin / Pusani kai, 1, 16,2016- 6-7
7,Beans / Avarai Kai, 1, 85,2016- 6-7
8,Cluster Beans / Kothavarai, 1, 24,2016- 6-7
9,Red Chilies / Kundu Milagai, 1, 60,2016- 6-7
10,Small Onion / Chinna Vengayam, 1, 38,2016- 6-7
11,Big Onion / Pallari, 1, 16,2016- 6-7
12,Ginger / Inji, 1, –,2016- 6-7
13,Potato / Urulai Kelangu, 1, 28,2016- 6-7
14,Radish / Mulangi, 1, 24,2016- 6-7
15,Mango / Maa, 1, –,2016- 6-7
16,Cabbage / Mutta Kose, 1, 36,2016- 6-7
17,Carrot, 1, 38,2016- 6-7
18,Beetroot, 1, 46,2016- 6-7
19,Soya Beans, 1, 120,2016- 6-7
20,Drumstick Beans / Murungai Beans, 1, 75,2016- 6-7
21,Butter beans, 1, –,2016- 6-7
22,Banana nut / Vala kai, 1 piece, 3,2016- 6-7
23,Banana stem / Vala Thandu, 1, 12,2016- 6-7
24,Banana Flower / Vala Poo, 1, 12,2016- 6-7
25,Curry leaves / Karu Vepilai, 1, 30,2016- 6-7
26,Coriander leaves / Malli Ilai, 1, 35,2016- 6-7
27,Mint / Puthina, 1, 35,2016- 6-7
28,Greens Leaves / Keerai Kattu, 1, 12,2016- 6-7
29,Garlic / Poondu, 1, –,2016- 6-7
30,Button Mushrooms / Button Kaalan, 1, 180,2016- 6-7
31,Papaya / Papali, 1, 18,2016- 6-7
32,Sav Sav, 1, 40,2016- 6-7
33,Sapotta, 1, –,2016- 6-7
34,Field bean / Mochai, 1, –,2016- 6-7
