,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 28,2016-5-27
1,Tomotto ottu / Thakkali Ottu, 1, 56,2016-5-27
2,Lady’s Finger / Venda Kai, 1, 36,2016-5-27
3,Snake Guard / Pudalai, 1, 36,2016-5-27
4,Bitter Gourd / Pakar kai, 1, 40,2016-5-27
5,Bottle gourd / Sura kai, 1, 10,2016-5-27
6,Pumpkin / Pusani kai, 1, 14,2016-5-27
7,Beans / Avarai Kai, 1, 80,2016-5-27
8,Cluster Beans / Kothavarai, 1, 34,2016-5-27
9,Red Chilies / Kundu Milagai, 1, 70,2016-5-27
10,Small Onion / Chinna Vengayam, 1, 40,2016-5-27
11,Big Onion / Pallari, 1, 16,2016-5-27
12,Ginger / Inji, 1, –,2016-5-27
13,Potato / Urulai Kelangu, 1, 28,2016-5-27
14,Radish / Mulangi, 1, 24,2016-5-27
15,Mango / Maa, 1, –,2016-5-27
16,Cabbage / Mutta Kose, 1, 36,2016-5-27
17,Carrot, 1, 40,2016-5-27
18,Beetroot, 1, 48,2016-5-27
19,Soya Beans, 1, 100,2016-5-27
20,Drumstick Beans / Murungai Beans, 1, 75,2016-5-27
21,Butter beans, 1, –,2016-5-27
22,Banana nut / Vala kai, 1 piece, 3,2016-5-27
23,Banana stem / Vala Thandu, 1, 10,2016-5-27
24,Banana Flower / Vala Poo, 1, 10,2016-5-27
25,Curry leaves / Karu Vepilai, 1, 30,2016-5-27
26,Coriander leaves / Malli Ilai, 1, 40,2016-5-27
27,Mint / Puthina, 1, 50,2016-5-27
28,Greens Leaves / Keerai Kattu, 1, 10,2016-5-27
29,Garlic / Poondu, 1, –,2016-5-27
30,Button Mushrooms / Button Kaalan, 1, 200,2016-5-27
31,Papaya / Papali, 1, 16,2016-5-27
32,Sav Sav, 1, 44,2016-5-27
33,Sapotta, 1, –,2016-5-27
34,Field bean / Mochai, 1, –,2016-5-27
