Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 60
Tomotto ottu / Thakkali Ottu, 1, 8
Lady’s Finger / Venda Kai, 1, 22
Snake Guard / Pudalai, 1, 20
Bitter Gourd / Pakar kai, 1, 28
Bottle gourd / Sura kai, 1, 9
Pumpkin / Pusani kai, 1, 18
Beans / Avarai Kai, 1, 30
Cluster Beans / Kothavarai, 1, 26
Red Chilies / Kundu Milagai, 1, 45
Small Onion / Chinna Vengayam, 1, 26
Big Onion / Pallari, 1, 20
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 26
Radish / Mulangi, 1, 10
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 18
Carrot, 1, 45
Beetroot, 1, 20
Soya Beans, 1, 130
Drumstick Beans / Murungai Beans, 1, 60
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 3
Banana stem / Vala Thandu, 1, 10
Banana Flower / Vala Poo, 1, 12
Curry leaves / Karu Vepilai, 1, 50
Coriander leaves / Malli Ilai, 1, 10
Mint / Puthina, 1, 15
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 120
Papaya / Papali, 1, 24
Sav Sav, 1, 24
Sapotta, 1, 20
Field bean / Mochai, 1, 54
