,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 34,2016- 6-2
1,Tomotto ottu / Thakkali Ottu, 1, 40,2016- 6-2
2,Lady’s Finger / Venda Kai, 1, 36,2016- 6-2
3,Snake Guard / Pudalai, 1, 30,2016- 6-2
4,Bitter Gourd / Pakar kai, 1, 40,2016- 6-2
5,Bottle gourd / Sura kai, 1, 12,2016- 6-2
6,Pumpkin / Pusani kai, 1, 14,2016- 6-2
7,Beans / Avarai Kai, 1, 80,2016- 6-2
8,Cluster Beans / Kothavarai, 1, 24,2016- 6-2
9,Red Chilies / Kundu Milagai, 1, 70,2016- 6-2
10,Small Onion / Chinna Vengayam, 1, 36,2016- 6-2
11,Big Onion / Pallari, 1, 16,2016- 6-2
12,Ginger / Inji, 1, –,2016- 6-2
13,Potato / Urulai Kelangu, 1, 28,2016- 6-2
14,Radish / Mulangi, 1, 24,2016- 6-2
15,Mango / Maa, 1, –,2016- 6-2
16,Cabbage / Mutta Kose, 1, 30,2016- 6-2
17,Carrot, 1, 40,2016- 6-2
18,Beetroot, 1, 38,2016- 6-2
19,Soya Beans, 1, 100,2016- 6-2
20,Drumstick Beans / Murungai Beans, 1, 70,2016- 6-2
21,Butter beans, 1, –,2016- 6-2
22,Banana nut / Vala kai, 1 piece, 3,2016- 6-2
23,Banana stem / Vala Thandu, 1, 10,2016- 6-2
24,Banana Flower / Vala Poo, 1, 10,2016- 6-2
25,Curry leaves / Karu Vepilai, 1, 30,2016- 6-2
26,Coriander leaves / Malli Ilai, 1, 40,2016- 6-2
27,Mint / Puthina, 1, 50,2016- 6-2
28,Greens Leaves / Keerai Kattu, 1, 12,2016- 6-2
29,Garlic / Poondu, 1, –,2016- 6-2
30,Button Mushrooms / Button Kaalan, 1, 200,2016- 6-2
31,Papaya / Papali, 1, 16,2016- 6-2
32,Sav Sav, 1, 30,2016- 6-2
33,Sapotta, 1, –,2016- 6-2
34,Field bean / Mochai, 1, –,2016- 6-2
