,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 38,2016-12-18
1,Tomotto ottu / Thakkali Ottu, 1, 7,2016-12-18
2,Lady’s Finger / Venda Kai, 1, 18,2016-12-18
3,Snake Guard / Pudalai, 1, 14,2016-12-18
4,Bitter Gourd / Pakar kai, 1, 24,2016-12-18
5,Bottle gourd / Sura kai, 1, 8,2016-12-18
6,Pumpkin / Pusani kai, 1, 20,2016-12-18
7,Beans / Avarai Kai, 1, 28,2016-12-18
8,Cluster Beans / Kothavarai, 1, 16,2016-12-18
9,Red Chilies / Kundu Milagai, 1, 26,2016-12-18
10,Small Onion / Chinna Vengayam, 1, 28,2016-12-18
11,Big Onion / Pallari, 1, 18,2016-12-18
12,Ginger / Inji, 1, –,2016-12-18
13,Potato / Urulai Kelangu, 1, 28,2016-12-18
14,Radish / Mulangi, 1, 14,2016-12-18
15,Mango / Maa, 1, –,2016-12-18
16,Cabbage / Mutta Kose, 1, 16,2016-12-18
17,Carrot, 1, 20,2016-12-18
18,Beetroot, 1, 22,2016-12-18
19,Soya Beans, 1, 130,2016-12-18
20,Drumstick Beans / Murungai Beans, 1, 40,2016-12-18
21,Butter beans, 1, –,2016-12-18
22,Banana nut / Vala kai, 1 piece, 4,2016-12-18
23,Banana stem / Vala Thandu, 1, 10,2016-12-18
24,Banana Flower / Vala Poo, 1, 10,2016-12-18
25,Curry leaves / Karu Vepilai, 1, 20,2016-12-18
26,Coriander leaves / Malli Ilai, 1, 15,2016-12-18
27,Mint / Puthina, 1, 15,2016-12-18
28,Greens Leaves / Keerai Kattu, 1, 20,2016-12-18
29,Garlic / Poondu, 1, –,2016-12-18
30,Button Mushrooms / Button Kaalan, 1, –,2016-12-18
31,Papaya / Papali, 1, 20,2016-12-18
32,Sav Sav, 1, 20,2016-12-18
33,Sapotta, 1, –,2016-12-18
34,Puli / Tamarind, 1, 90,2016-12-18
