,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 40,2016-7-26
1,Tomotto ottu / Thakkali Ottu, 1, 16,2016-7-26
2,Lady’s Finger / Venda Kai, 1, 18,2016-7-26
3,Snake Guard / Pudalai, 1, 16,2016-7-26
4,Bitter Gourd / Pakar kai, 1, 40,2016-7-26
5,Bottle gourd / Sura kai, 1, 8,2016-7-26
6,Pumpkin / Pusani kai, 1, 16,2016-7-26
7,Beans / Avarai Kai, 1, 44,2016-7-26
8,Cluster Beans / Kothavarai, 1, 14,2016-7-26
9,Red Chilies / Kundu Milagai, 1, 40,2016-7-26
10,Small Onion / Chinna Vengayam, 1, 20,2016-7-26
11,Big Onion / Pallari, 1, 18,2016-7-26
12,Ginger / Inji, 1, –,2016-7-26
13,Potato / Urulai Kelangu, 1, 28,2016-7-26
14,Radish / Mulangi, 1, 16,2016-7-26
15,Mango / Maa, 1, –,2016-7-26
16,Cabbage / Mutta Kose, 1, 30,2016-7-26
17,Carrot, 1, 44,2016-7-26
18,Beetroot, 1, 40,2016-7-26
19,Soya Beans, 1, 90,2016-7-26
20,Drumstick Beans / Murungai Beans, 1, 30,2016-7-26
21,Butter beans, 1, –,2016-7-26
22,Banana nut / Vala kai, 1 piece, 4,2016-7-26
23,Banana stem / Vala Thandu, 1, 10,2016-7-26
24,Banana Flower / Vala Poo, 1, 10,2016-7-26
25,Curry leaves / Karu Vepilai, 1, 20,2016-7-26
26,Coriander leaves / Malli Ilai, 1, 10,2016-7-26
27,Mint / Puthina, 1, 20,2016-7-26
28,Greens Leaves / Keerai Kattu, 1, 10,2016-7-26
29,Garlic / Poondu, 1, –,2016-7-26
30,Button Mushrooms / Button Kaalan, 1, 200,2016-7-26
31,Papaya / Papali, 1, 20,2016-7-26
32,Sav Sav, 1, 24,2016-7-26
33,Sapotta, 1, –,2016-7-26
34,Field bean / Mochai, 1, –,2016-7-26
