Commodity, Weight in Kg, Price in Rs
Brinjal / Kathari, 1, 38
Tomotto ottu / Thakkali Ottu, 1, 10
Lady’s Finger / Venda Kai, 1, 12
Snake Guard / Pudalai, 1, 16
Bitter Gourd / Pakar kai, 1, 30
Bottle gourd / Sura kai, 1, 7
Pumpkin / Pusani kai, 1, 25
Beans / Avarai Kai, 1, 38
Cluster Beans / Kothavarai, 1, 10
Red Chilies / Kundu Milagai, 1, 36
Small Onion / Chinna Vengayam, 1, 18
Big Onion / Pallari, 1, 18
Ginger / Inji, 1, –
Potato / Urulai Kelangu, 1, 34
Radish / Mulangi, 1, 12
Mango / Maa, 1, –
Cabbage / Mutta Kose, 1, 20
Carrot, 1, 48
Beetroot, 1, 26
Soya Beans, 1, 90
Drumstick Beans / Murungai Beans, 1, 30
Butter beans, 1, –
Banana nut / Vala kai, 1 piece, 4
Banana stem / Vala Thandu, 1, 12
Banana Flower / Vala Poo, 1, 10
Curry leaves / Karu Vepilai, 1, 20
Coriander leaves / Malli Ilai, 1, 15
Mint / Puthina, 1, 15
Greens Leaves / Keerai Kattu, 1, 12
Garlic / Poondu, 1, –
Button Mushrooms / Button Kaalan, 1, 200
Papaya / Papali, 1, 20
Sav Sav, 1, 26
Sapotta, 1, –
Field bean / Mochai, 1, –
