,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Brinjal / Kathari, 1, 40,2016-7-22
1,Tomotto ottu / Thakkali Ottu, 1, 18,2016-7-22
2,Lady’s Finger / Venda Kai, 1, 14,2016-7-22
3,Snake Guard / Pudalai, 1, 18,2016-7-22
4,Bitter Gourd / Pakar kai, 1, 40,2016-7-22
5,Bottle gourd / Sura kai, 1, 8,2016-7-22
6,Pumpkin / Pusani kai, 1, 16,2016-7-22
7,Beans / Avarai Kai, 1, 36,2016-7-22
8,Cluster Beans / Kothavarai, 1, 14,2016-7-22
9,Red Chilies / Kundu Milagai, 1, 40,2016-7-22
10,Small Onion / Chinna Vengayam, 1, 20,2016-7-22
11,Big Onion / Pallari, 1, 18,2016-7-22
12,Ginger / Inji, 1, –,2016-7-22
13,Potato / Urulai Kelangu, 1, 28,2016-7-22
14,Radish / Mulangi, 1, 14,2016-7-22
15,Mango / Maa, 1, –,2016-7-22
16,Cabbage / Mutta Kose, 1, 30,2016-7-22
17,Carrot, 1, 36,2016-7-22
18,Beetroot, 1, 40,2016-7-22
19,Soya Beans, 1, 120,2016-7-22
20,Drumstick Beans / Murungai Beans, 1, 30,2016-7-22
21,Butter beans, 1, –,2016-7-22
22,Banana nut / Vala kai, 1 piece, 4,2016-7-22
23,Banana stem / Vala Thandu, 1, 10,2016-7-22
24,Banana Flower / Vala Poo, 1, 10,2016-7-22
25,Curry leaves / Karu Vepilai, 1, 20,2016-7-22
26,Coriander leaves / Malli Ilai, 1, 12,2016-7-22
27,Mint / Puthina, 1, 20,2016-7-22
28,Greens Leaves / Keerai Kattu, 1, 10,2016-7-22
29,Garlic / Poondu, 1, –,2016-7-22
30,Button Mushrooms / Button Kaalan, 1, 200,2016-7-22
31,Papaya / Papali, 1, 20,2016-7-22
32,Sav Sav, 1, 24,2016-7-22
33,Sapotta, 1, –,2016-7-22
34,Field bean / Mochai, 1, –,2016-7-22
