Commodity, Weight in Kg, Price in Rs
Lemon, 1, 70 to85
Tomato/Thakkali 1st Quality, 1, 20
Tomato/Thakkali 2nd Quality, 1, 10
Small Onion, 1, 85 to90
Bellary (Big Onion), 1, 14 to15
Beans 1st Quality, –, 40 to45
Beans 2nd Quality, 1, 35 to40
Carrot 1st Quality, 1, 60 to65
Carrot 2nd Quality, 1, 55 to60
Vendai Kai/Lady Finger, 1, 21
Maram Murungai, 1, 12
Chedi Murungai, 1, 17
Avarai Ottu, 1, 25
Pachai Payaru, 1, 15
Vellai Payaru, 1, 20
Suraikai, 1, 5
Beetroot, 1, 18 to26
Sunami Sambar, 1, 10 to15
Pusanikai, 1, 6 to7
Kalla Manga/Mango, 1, 11
Orutu Manga/Mango, 1, 9
Potato 1st Quality, 1, 15 to16
Potato 2nd Quality, 1, 10
Coconut 1st Quality, –, 25 to26
Coconut 2nd Quality, –, 20 to21
Green Chilli, 1, 30 to43
Cauliflower 1st Quality, –, 25
Cauliflower 2nd Quality, –, 20
Katharikai Pachai, 1, 30
Katharikai ootha, 1, 20
Valai Thar, –, 26
Karuveppilai/Curry Leaf, 1 Kattu, 20
Pudalangai/Snake gourd 1st Quality, 1, 24
Pudalangai/Snake gourd 2nd Quality, 1, 20
Kothamalli 1st Quality, 1 kattu, 100 to120
Kothamalli 2nd Quality, 1 kattu, 95 to115
Mullangi 1st Quality, 1, 20 to25
Mullangi 2nd Quality, 1, 15 to20
Inji/Ginger, 1, 25 to30
Butter Beans, 1, 160
Mutta Kose, 1, 20
Pachai Pattani, 1, 150
Pakarkai, 1, 45
Nookal, 1, 30
Chaw Chaw, 1, 18 to28
Kovakkai, 1, 15
Kothavarangai, 1, 15
Nellikai, 1, 40
Narthangai, 1, 45
Vellarikai, 1, 18
