,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50 to 55,2017-3-13
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-3-13
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-3-13
3,3,3,3,3,3,Small Onion, 1, 30 to 40,2017-3-13
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-3-13
5,5,5,5,5,5,Beans 1st Quality, –, 50 to 55,2017-3-13
6,6,6,6,6,6,Beans 2nd Quality, 1, 45 to 50,2017-3-13
7,7,7,7,7,7,Carrot 1st Quality, 1, 25 to 30,2017-3-13
8,8,8,8,8,8,Carrot 2nd Quality, 1, 20 to 25,2017-3-13
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 35,2017-3-13
10,10,10,10,10,10,Maram Murungai, 1, 12 to 17,2017-3-13
11,11,11,11,11,11,Chedi Murungai, 1, 18,2017-3-13
12,12,12,12,12,12,Avarai Ottu, 1, 30 to 35,2017-3-13
13,13,13,13,13,13,Pachai Payaru, 1, 20 to 25,2017-3-13
14,14,14,14,14,14,Vellai Payaru, 1, 25,2017-3-13
15,15,15,15,15,15,Suraikai, 1, 9 to 10,2017-3-13
16,16,16,16,16,16,Beetroot, 1, 16 to 18,2017-3-13
17,17,17,17,17,17,Sunami Sambar, 1, 25,2017-3-13
18,18,18,18,18,18,Pusanikai, 1, 18,2017-3-13
19,19,19,19,19,19,Kalla Manga/Mango, 1, 25,2017-3-13
20,20,20,20,20,20,Orutu Manga/Mango, 1, 20,2017-3-13
21,21,21,21,21,21,Potato 1st Quality, 1, 12 to 16,2017-3-13
22,22,22,22,22,22,Potato 2nd Quality, 1, 7 to 11,2017-3-13
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-3-13
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-3-13
25,25,25,25,25,25,Green Chilli, 1, 12 to 36,2017-3-13
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25,2017-3-13
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20,2017-3-13
28,28,28,28,28,28,Katharikai Pachai, 1, 35 to 40,2017-3-13
29,29,29,29,29,29,Katharikai ootha, 1, 30,2017-3-13
30,30,30,30,30,30,Valai Thar, –, 25,2017-3-13
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 15,2017-3-13
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017-3-13
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-3-13
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 15,2017-3-13
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 10,2017-3-13
36,36,36,36,36,36,Mullangi 1st Quality, 1, 17,2017-3-13
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 12,2017-3-13
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-3-13
39,39,39,39,39,39,Butter Beans, 1, 180,2017-3-13
40,40,40,40,40,40,Mutta Kose, 1, 12,2017-3-13
41,41,41,41,41,41,Pachai Pattani, 1, 30,2017-3-13
42,42,42,42,42,42,Pakarkai, 1, 28 to 32,2017-3-13
43,43,43,43,43,43,Nookal, 1, 20,2017-3-13
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-3-13
45,45,45,45,45,45,Kovakkai, 1, 18,2017-3-13
46,46,46,46,46,46,Kothavarangai, 1, 45,2017-3-13
