,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon/எலுமிச்சை,1, 20 to 35,2017-12-29
1,1,1,1,1,1,Tomato/தக்காளி 1st Quality,1, 5 to 6,2017-12-29
2,2,2,2,2,2,Tomato/தக்காளி 2nd Quality,1, –,2017-12-29
3,3,3,3,3,3,Small Onion/சிறிய வெங்காயம்,1, 50 to 60,2017-12-29
4,4,4,4,4,4,Bellary/பெல்லாரி,1, 35 to 40,2017-12-29
5,5,5,5,5,5,Beans/பீன்ஸ் 1st Quality,1, 20 to 25,2017-12-29
6,6,6,6,6,6,Beans/பீன்ஸ் 2nd Quality,1, 15 to 20,2017-12-29
7,7,7,7,7,7,Carrot/கேரட் 1st Quality,1, 30 to 45,2017-12-29
8,8,8,8,8,8,Carrot/கேரட் 2nd Quality,1, 25 to 40,2017-12-29
9,9,9,9,9,9,Lady Finger/வெண்டைக்காய்,1, 10,2017-12-29
10,10,10,10,10,10,Tree Drumstick/மரம் முருங்கை,1, –,2017-12-29
11,11,11,11,11,11,Drumstick/முருங்கை,1, 70 to 90,2017-12-29
12,12,12,12,12,12,Beans/அவரை ஒட்டு,1, 15 to 25,2017-12-29
13,13,13,13,13,13,Green Pulses/பச்சை பயிறு,1, 10,2017-12-29
14,14,14,14,14,14,White Pulses/வெள்ளை பயிறு,1, 6,2017-12-29
15,15,15,15,15,15,Zucchini/சுரைக்காய்,1, 2,2017-12-29
16,16,16,16,16,16,Beetroot/பீட்ரூட்,1, 10,2017-12-29
17,17,17,17,17,17,White Pumpkin/வெள்ளை பூசணிக்காய்,1, 2,2017-12-29
18,18,18,18,18,18,Sambar Pumpkin/சாம்பார் பூசணிக்காய்,1, 3 to 4,2017-12-29
19,19,19,19,19,19,Kalla Manga/கள்ள மாங்காய்,1, 110,2017-12-29
20,20,20,20,20,20,OOrutu Manga/உருட்டு மாங்காய்,1, 90,2017-12-29
21,21,21,21,21,21,Potato/உருளைக்கிழங்கு 1st Quality,1, 12 to 15,2017-12-29
22,22,22,22,22,22,Potato/உருளைக்கிழங்கு 2nd Quality,1, 10,2017-12-29
23,23,23,23,23,23,Coconut/தேங்காய் 1st Quality,1, 40 to 47,2017-12-29
24,24,24,24,24,24,Coconut/தேங்காய் 2nd Quality,1, 35 to 42,2017-12-29
25,25,25,25,25,25,Green Chilli/பச்சை மிளகாய்,1, 10 to 11,2017-12-29
26,26,26,26,26,26,Cauliflower/காலிஃபிளவர் 1st Quality,1, 15 to 20,2017-12-29
27,27,27,27,27,27,Cauliflower/காலிஃபிளவர் 2nd Quality,1, 10 to 15,2017-12-29
28,28,28,28,28,28,Green Brinjal/கத்தரிக்காய் பச்சை,1, 20,2017-12-29
29,29,29,29,29,29,Blue Brinjal/கத்தரிக்காய் நீலம்,1, 10,2017-12-29
30,30,30,30,30,30,Banana Thar/வாழை தார்,1, 20 to 24,2017-12-29
31,31,31,31,31,31,Curry Leaves/கறிவேப்பிலை,1, 10 to 15,2017-12-29
32,32,32,32,32,32,Gourd/புடலங்காய் 1st Quality,1, 3,2017-12-29
33,33,33,33,33,33,Gourd/புடலங்காய் 2nd Quality,1, –,2017-12-29
34,34,34,34,34,34,Coriander/கொத்தமல்லி 1st Quality,1, 8 to 10,2017-12-29
35,35,35,35,35,35,Coriander/கொத்தமல்லி 2nd Quality,1, –,2017-12-29
36,36,36,36,36,36,Radish/முள்ளங்கி 1st Quality,1, 10 to 15,2017-12-29
37,37,37,37,37,37,Radish/முள்ளங்கி 2nd Quality,1, –,2017-12-29
38,38,38,38,38,38,Ginger/இஞ்சி,1, 25 to 30,2017-12-29
39,39,39,39,39,39,Butter Beans/பட்டர் பீன்ஸ்,1, 90 to 100,2017-12-29
40,40,40,40,40,40,Cabbage/முட்டை கோஸ்,1, 15 to 20,2017-12-29
41,41,41,41,41,41,Green Peas/பச்சை பட்டாணி,1, 50 to 60,2017-12-29
42,42,42,42,42,42,Bitter Gourd/பாகற்காய்,1, 16 to 18,2017-12-29
43,43,43,43,43,43,Nookal/நூக்கல்,1, 15 to 20,2017-12-29
44,44,44,44,44,44,Chaw Chaw/சவ்சவ்,1, 6 to 7,2017-12-29
45,45,45,45,45,45,Kovakkai/கோவக்காய்,1, 27,2017-12-29
46,46,46,46,46,46,Cluster Beans/கொத்தவரங்காய்,1, 20 to 23,2017-12-29
47,47,47,47,47,47,Gooseberry/நெல்லிக்காய்,1, 30 to 35,2017-12-29
48,48,48,48,48,48,Narthangai/நார்த்தங்காய்,1, 30 to 35,2017-12-29
