Commodity, Weight in Kg, Price in Rs
Lemon, 1, 40 to 45
Tomato/Thakkali 1st Quality, 1, 20 to 25
Tomato/Thakkali 2nd Quality, 1, 15 to 20
Small Onion, 1, 25 to 35
Bellary (Big Onion), 1, 10 to 12
Beans 1st Quality, –, 40 to 55
Beans 2nd Quality, 1, 35 to 50
Carrot 1st Quality, 1, 20 to 25
Carrot 2nd Quality, 1, 15 to 20
Vendai Kai/Lady Finger, 1, 55
Maram Murungai, 1, 14 to 17
Chedi Murungai, 1, 23
Avarai Ottu, 1, 30
Pachai Payaru, 1, 40
Vellai Payaru, 1, 34
Suraikai, 1, 9
Beetroot, 1, 6
Sunami Sambar, 1, 18
Pusanikai, 1, 8
Kalla Manga/Mango, 1, 15 to 25
Orutu Manga/Mango, 1, 15
Potato 1st Quality, 1, 15 to 20
Potato 2nd Quality, 1, 10 to 15
Coconut 1st Quality, –, 20 to 25
Coconut 2nd Quality, –, 15 to 20
Green Chilli, 1, 15 to 45
Cauliflower 1st Quality, –, 15
Cauliflower 2nd Quality, –, 12
Katharikai Pachai, 1, 25 to 30
Katharikai ootha, 1, 15 to 20
Valai Thar, –, 21 to 28
Karuveppilai/Curry Leaf, 1 Kattu, 10
Pudalangai/Snake gourd 1st Quality, 1, 30 to 40
Pudalangai/Snake gourd 2nd Quality, 1, 25 to 35
Kothamalli 1st Quality, 1 kattu, 12 to 15
Kothamalli 2nd Quality, 1 kattu, 7 to 10
Mullangi 1st Quality, 1, 20 to 25
Mullangi 2nd Quality, 1, 15 to 20
Inji/Ginger, 1, 25 to 30
Butter Beans, 1, 60 to 80
Mutta Kose, 1, 8 to 10
Pachai Pattani, 1, 30 to 40
Pakarkai, 1, 30 to 36
Nookal, 1, 20
Chaw Chaw, 1, 15
Kovakkai, 1, 25 to 33
Kothavarangai, 1, 40 to 45
