Commodity, Weight in Kg, Price in Rs
Lemon, 1, 40
Tomato/Thakkali 1st Quality, 1, 20
Tomato/Thakkali 2nd Quality, 1, 15
Small Onion, 1, 40
Bellary (Big Onion), 1, 12 to 15
Beans 1st Quality, –, 32 to 40
Beans 2nd Quality, 1, 27 to 35
Carrot 1st Quality, 1, 12 to 15
Carrot 2nd Quality, 1, 7 to 10
Vendai Kai/Lady Finger, 1, 57
Maram Murungai, 1, 11 to 14
Chedi Murungai, 1, 17
Avarai Ottu, 1, 25 to 35
Pachai Payaru, 1, 40
Vellai Payaru, 1, 30
Suraikai, 1, 9
Beetroot, 1, 8
Sunami Sambar, 1, 20
Pusanikai, 1, 10 to 12
Kalla Manga/Mango, 1, 20
Orutu Manga/Mango, 1, 12 to 17
Potato 1st Quality, 1, 15 to 20
Potato 2nd Quality, 1, 10 to 15
Coconut 1st Quality, –, 25 to 30
Coconut 2nd Quality, –, 20 to 25
Green Chilli, 1, 14 to 35
Cauliflower 1st Quality, –, 20
Cauliflower 2nd Quality, –, 15
Katharikai Pachai, 1, 30 to 40
Katharikai ootha, 1, 25
Valai Thar, –, 28 to 30
Karuveppilai/Curry Leaf, 1 Kattu, 15 to 20
Pudalangai/Snake gourd 1st Quality, 1, 25 to 35
Pudalangai/Snake gourd 2nd Quality, 1, 20 to 30
Kothamalli 1st Quality, 1 kattu, 15 to 20
Kothamalli 2nd Quality, 1 kattu, 10 to 15
Mullangi 1st Quality, 1, 20 to 25
Mullangi 2nd Quality, 1, 15 to 20
Inji/Ginger, 1, 25 to 30
Butter Beans, 1, 120
Mutta Kose, 1, 8
Pachai Pattani, 1, 25
Pakarkai, 1, 25 to 35
Nookal, 1, 10
Chaw Chaw, 1, 10 to 15
Kovakkai, 1, 15 to 20
Kothavarangai, 1, 25 to 30
