Commodity, Weight in Kg, Price in Rs
Lemon, 1, 30 to 35
Tomato/Thakkali 1st Quality, 1, 20 to25
Tomato/Thakkali 2nd Quality, 1, 15 to 20
Small Onion, 1, 30 to 35
Bellary (Big Onion), 1, 12 to 15
Beans 1st Quality, –, 25 to 37
Beans 2nd Quality, 1, 32 to 20
Carrot 1st Quality, 1, 12 to 15
Carrot 2nd Quality, 1, 7 to 10
Vendai Kai/Lady Finger, 1, 55
Maram Murungai, 1, 9 to 10
Chedi Murungai, 1, 13
Avarai Ottu, 1, 30
Pachai Payaru, 1, 28
Vellai Payaru, 1, 35
Suraikai, 1, 9
Beetroot, 1, 9
Sunami Sambar, 1, 20 to 25
Pusanikai, 1, 8 to 10
Kalla Manga/Mango, 1, 22
Orutu Manga/Mango, 1, 15 to 17
Potato 1st Quality, 1, 15 to 20
Potato 2nd Quality, 1, 10 to 15
Coconut 1st Quality, –, 33
Coconut 2nd Quality, –, 30
Green Chilli, 1, 13 to 40
Cauliflower 1st Quality, –, 20
Cauliflower 2nd Quality, –, 15
Katharikai Pachai, 1, 34 to 40
Katharikai ootha, 1, 20
Valai Thar, –, 28 to 30
Karuveppilai/Curry Leaf, 1 Kattu, 20
Pudalangai/Snake gourd 1st Quality, 1, 27
Pudalangai/Snake gourd 2nd Quality, 1, 22
Kothamalli 1st Quality, 1 kattu, 10
Kothamalli 2nd Quality, 1 kattu, 5
Mullangi 1st Quality, 1, 25
Mullangi 2nd Quality, 1, 20
Inji/Ginger, 1, 20 to 25
Butter Beans, 1, 100
Mutta Kose, 1, 8
Pachai Pattani, 1, 25
Pakarkai, 1, 35
Nookal, 1, 10
Chaw Chaw, 1, 10
Kovakkai, 1, 17
Kothavarangai, 1, 25
