,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 70 to 75,2017-9-11
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-9-11
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-9-11
3,3,3,3,3,3,Small Onion, 1, 75 to 80,2017-9-11
4,4,4,4,4,4,Bellary (Big Onion), 1, 20 to 25,2017-9-11
5,5,5,5,5,5,Beans 1st Quality, –, 35 to 40,2017-9-11
6,6,6,6,6,6,Beans 2nd Quality, 1, 30 to 35,2017-9-11
7,7,7,7,7,7,Carrot 1st Quality, 1, 20 to 25,2017-9-11
8,8,8,8,8,8,Carrot 2nd Quality, 1, 15 to 20,2017-9-11
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 5,2017-9-11
10,10,10,10,10,10,Maram Murungai, 1, 20,2017-9-11
11,11,11,11,11,11,Chedi Murungai, 1, 22,2017-9-11
12,12,12,12,12,12,Avarai Ottu, 1, 20 to 25,2017-9-11
13,13,13,13,13,13,Pachai Payaru, 1, 12,2017-9-11
14,14,14,14,14,14,Vellai Payaru, 1, 15,2017-9-11
15,15,15,15,15,15,Suraikai, 1, 4,2017-9-11
16,16,16,16,16,16,Beetroot, 1, 15,2017-9-11
17,17,17,17,17,17,Sunami Sambar, 1, 5,2017-9-11
18,18,18,18,18,18,Pusanikai, 1, 10,2017-9-11
19,19,19,19,19,19,Kalla Manga/Mango, 1, 55,2017-9-11
20,20,20,20,20,20,Orutu Manga/Mango, 1, 40,2017-9-11
21,21,21,21,21,21,Potato 1st Quality, 1, 15,2017-9-11
22,22,22,22,22,22,Potato 2nd Quality, 1, 10,2017-9-11
23,23,23,23,23,23,Coconut 1st Quality, –, 37,2017-9-11
24,24,24,24,24,24,Coconut 2nd Quality, –, 32,2017-9-11
25,25,25,25,25,25,Green Chilli, 1, 22 to 32,2017-9-11
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20,2017-9-11
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15,2017-9-11
28,28,28,28,28,28,Katharikai Pachai, 1, 15,2017-9-11
29,29,29,29,29,29,Katharikai ootha, 1, 20,2017-9-11
30,30,30,30,30,30,Valai Thar, –, 31,2017-9-11
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 20,2017-9-11
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 10,2017-9-11
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, –,2017-9-11
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-9-11
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-9-11
36,36,36,36,36,36,Mullangi 1st Quality, 1, 15 to 20,2017-9-11
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 10 to 15,2017-9-11
38,38,38,38,38,38,Inji/Ginger, 1, 60 to 70,2017-9-11
39,39,39,39,39,39,Butter Beans, 1, 120,2017-9-11
40,40,40,40,40,40,Mutta Kose, 1, 15 to 20,2017-9-11
41,41,41,41,41,41,Pachai Pattani, 1, 120,2017-9-11
42,42,42,42,42,42,Pakarkai, 1, 20,2017-9-11
43,43,43,43,43,43,Nookal, 1, 25,2017-9-11
44,44,44,44,44,44,Chaw Chaw, 1, 15,2017-9-11
45,45,45,45,45,45,Kovakkai, 1, 23,2017-9-11
46,46,46,46,46,46,Kothavarangai, 1, 13,2017-9-11
47,47,47,47,47,47,Nellikai, 1, 58,2017-9-11
48,48,48,48,48,48,Narthangai, 1, 40,2017-9-11
49,49,49,49,49,49,Vellarikai, 1, 10,2017-9-11
