Commodity, Weight in Kg, Price in Rs
Lemon, 1, 30
Tomato/Thakkali 1st Quality, 1, 50 to 60
Tomato/Thakkali 2nd Quality, 1, 45 to 55
Small Onion, 1, 70 to 120
Bellary (Big Onion), 1, 12 to 13
Beans 1st Quality, –, 50 to 60
Beans 2nd Quality, 1, 45 to 55
Carrot 1st Quality, 1, 55 to 60
Carrot 2nd Quality, 1, 50 to 55
Vendai Kai/Lady Finger, 1, 30 to 35
Maram Murungai, 1, 28
Chedi Murungai, 1, 22
Avarai Ottu, 1, 30 to 40
Pachai Payaru, 1, 25
Vellai Payaru, 1, 20
Suraikai, 1, 8
Beetroot, 1, 18
Sunami Sambar, 1, 12 to 15
Pusanikai, 1, 5.50 to 6.50
Kalla Manga/Mango, 1, 20
Orutu Manga/Mango, 1, 18
Potato 1st Quality, 1, 15 to 18
Potato 2nd Quality, 1, 10 to 13
Coconut 1st Quality, –, 25 to 29
Coconut 2nd Quality, –, 20 to23
Green Chilli, 1, 40 to 50
Cauliflower 1st Quality, –, 25
Cauliflower 2nd Quality, –, 20
Katharikai Pachai, 1, 30 to 40
Katharikai ootha, 1, 20 to 25
Valai Thar, –, 29 to 32
Karuveppilai/Curry Leaf, 1 Kattu, 20
Pudalangai/Snake gourd 1st Quality, 1, 25 to 30
Pudalangai/Snake gourd 2nd Quality, 1, 20 to 25
Kothamalli 1st Quality, 1 kattu, 100 to 120
Kothamalli 2nd Quality, 1 kattu, 90 to 110
Mullangi 1st Quality, 1, 30
Mullangi 2nd Quality, 1, 25
Inji/Ginger, 1, 40
Butter Beans, 1, 120
Mutta Kose, 1, 18 to 20
Pachai Pattani, 1, 180
Pakarkai, 1, 30 to 32
Nookal, 1, 40 to 60
Chaw Chaw, 1, 17 to 18
Kovakkai, 1, 18 to 20
Kothavarangai, 1, 20
Nellikai, 1, 45
Narthangai, 1, 40
Vellarikai, 1, 20
