Commodity, Weight in Kg, Price in Rs
Lemon, 1, 40 to 50
Tomato/Thakkali 1st Quality, 1, 35 to 40
Tomato/Thakkali 2nd Quality, 1, 30 to 35
Small Onion, 1, 120 to 140
Bellary (Big Onion), 1, 40 to 45
Beans 1st Quality, –, 60
Beans 2nd Quality, 1, 55
Carrot 1st Quality, 1, 70
Carrot 2nd Quality, 1, 65
Vendai Kai/Lady Finger, 1, 15
Maram Murungai, 1, 60
Chedi Murungai, 1, 50
Avarai Ottu, 1, 60
Pachai Payaru, 1, 16
Vellai Payaru, 1, 20
Suraikai, 1, 5
Beetroot, 1, 30
Sunami Sambar, 1, 6
Pusanikai, 1, 8
Kalla Manga/Mango, 1, 65
Orutu Manga/Mango, 1, 85
Potato 1st Quality, 1, 15
Potato 2nd Quality, 1, 10
Coconut 1st Quality, –, 40 to 42
Coconut 2nd Quality, –, 35
Green Chilli, 1, 37 to 42
Cauliflower 1st Quality, –, 80 to 90
Cauliflower 2nd Quality, –, 75 to 85
Katharikai Pachai, 1, 60
Katharikai ootha, 1, 80
Valai Thar, –, 24 to 26
Karuveppilai/Curry Leaf, 1 Kattu, 10
Pudalangai/Snake gourd 1st Quality, 1, 15
Pudalangai/Snake gourd 2nd Quality, 1, 10
Kothamalli 1st Quality, 1 kattu, 70 to 60
Kothamalli 2nd Quality, 1 kattu, 65 to 55
Mullangi 1st Quality, 1, 45 to 50
Mullangi 2nd Quality, 1, 40 to 45
Inji/Ginger, 1, 80
Butter Beans, 1, 160 to 200
Mutta Kose, 1, 70 to 80
Pachai Pattani, 1, 280 to 320
Pakarkai, 1, 20 to 23
Nookal, 1, 50
Chaw Chaw, 1, 7
Kovakkai, 1, 33
Kothavarangai, 1, 10 to 12
Nellikai, 1, 15 to 20
Narthangai, 1, 25 to 30
Vellarikai, 1, 33
