,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50 to 65,2017-4-22
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 10,2017-4-22
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, –,2017-4-22
3,3,3,3,3,3,Small Onion, 1, 55 to 60,2017-4-22
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-4-22
5,5,5,5,5,5,Beans 1st Quality, –, 85 to 90,2017-4-22
6,6,6,6,6,6,Beans 2nd Quality, 1, 80 to 85,2017-4-22
7,7,7,7,7,7,Carrot 1st Quality, 1, 65,2017-4-22
8,8,8,8,8,8,Carrot 2nd Quality, 1, 60,2017-4-22
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 10,2017-4-22
10,10,10,10,10,10,Maram Murungai, 1, 8 to 10,2017-4-22
11,11,11,11,11,11,Chedi Murungai, 1, 13,2017-4-22
12,12,12,12,12,12,Avarai Ottu, 1, 10 to 15,2017-4-22
13,13,13,13,13,13,Pachai Payaru, 1, 25,2017-4-22
14,14,14,14,14,14,Vellai Payaru, 1, 20,2017-4-22
15,15,15,15,15,15,Suraikai, 1, 7,2017-4-22
16,16,16,16,16,16,Beetroot, 1, 22 to 25,2017-4-22
17,17,17,17,17,17,Sunami Sambar, 1, 22 to 25,2017-4-22
18,18,18,18,18,18,Pusanikai, 1, 15 to 16,2017-4-22
19,19,19,19,19,19,Kalla Manga/Mango, 1, 8 to 10,2017-4-22
20,20,20,20,20,20,Orutu Manga/Mango, 1, 10,2017-4-22
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 18,2017-4-22
22,22,22,22,22,22,Potato 2nd Quality, 1, 10 to 13,2017-4-22
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-4-22
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-4-22
25,25,25,25,25,25,Green Chilli, 1, 18 to 40,2017-4-22
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25 to 30,2017-4-22
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 20 to 25,2017-4-22
28,28,28,28,28,28,Katharikai Pachai, 1, 30 to 35,2017-4-22
29,29,29,29,29,29,Katharikai ootha, 1, 28,2017-4-22
30,30,30,30,30,30,Valai Thar, –, 25,2017-4-22
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-4-22
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-4-22
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 23,2017-4-22
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-4-22
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-4-22
36,36,36,36,36,36,Mullangi 1st Quality, 1, 30,2017-4-22
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 25,2017-4-22
38,38,38,38,38,38,Inji/Ginger, 1, 25 to 30,2017-4-22
39,39,39,39,39,39,Butter Beans, 1, 160,2017-4-22
40,40,40,40,40,40,Mutta Kose, 1, 15 to 20,2017-4-22
41,41,41,41,41,41,Pachai Pattani, 1, 60 to 70,2017-4-22
42,42,42,42,42,42,Pakarkai, 1, 30 to 35,2017-4-22
43,43,43,43,43,43,Nookal, 1, 30,2017-4-22
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-4-22
45,45,45,45,45,45,Kovakkai, 1, 18,2017-4-22
46,46,46,46,46,46,Kothavarangai, 1, 15 to 2.0,2017-4-22
47,47,47,47,47,47,Nellikai, 1, 40,2017-4-22
48,48,48,48,48,48,Narthangai, 1, 40 to 35,2017-4-22
49,49,49,49,49,49,Vellarikai, 1, 20%,2017-4-22
