Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 30
Beans Kolee / Avarai Kolee, 1, 30
Avarai ottu, 1, –
Beans, 1, 30
Beetroot, 1, 10
Bellary / Big Onion, 1, 18
Cauliflower, 1 Flower, 17
Small Onion / Chinna Vengayam, 1, 10
Chaw Chaw, 1, 10
Disco Brinjal / Kaththari kai Disco, 1, 20
Green Brinjal / Kaththari Kai Pachai, 1, 20
Cluster Beans / Kothavarai, 1, 15
Samba Chilli / Milagai Samba, 1, 25
Round Chilli / Milagai Urundai, 1, 45
Radish / Mullangi, 1, 6
Drumstick / Murungai Chedi, 1, 80
Drumstick / Murungai Maram, 1, 60
Nelli Kai, 1, 25
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 15
Snake Guard / Pudalai, 1, 7
Red Pumpkin / Red Pusanikkai, 1, 4
Sambar Vellari, 1, 5
Bottle gourd / Suraikai, 1, 4
Tomato / Thakkali, 1, 6
Thatta payaru, 1, 25
Lady’s Finger / Venda Kai, 1, 12
Lemon / Elumbichai, 1, 10
