,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50 to 60,2017-6-24
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 35 to 40,2017-6-24
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 30 to 35,2017-6-24
3,3,3,3,3,3,Small Onion, 1, 90 to 110,2017-6-24
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-6-24
5,5,5,5,5,5,Beans 1st Quality, –, 45 to 65,2017-6-24
6,6,6,6,6,6,Beans 2nd Quality, 1, 40 to 60,2017-6-24
7,7,7,7,7,7,Carrot 1st Quality, 1, 60 to 65,2017-6-24
8,8,8,8,8,8,Carrot 2nd Quality, 1, 55 to 60,2017-6-24
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 30 to 33,2017-6-24
10,10,10,10,10,10,Maram Murungai, 1, 25,2017-6-24
11,11,11,11,11,11,Chedi Murungai, 1, 15,2017-6-24
12,12,12,12,12,12,Avarai Ottu, 1, 25 to 44,2017-6-24
13,13,13,13,13,13,Pachai Payaru, 1, 17,2017-6-24
14,14,14,14,14,14,Vellai Payaru, 1, 27,2017-6-24
15,15,15,15,15,15,Suraikai, 1, 7,2017-6-24
16,16,16,16,16,16,Beetroot, 1, 18 to 26,2017-6-24
17,17,17,17,17,17,Sunami Sambar, 1, 12 to 16,2017-6-24
18,18,18,18,18,18,Pusanikai, 1, 5.50,2017-6-24
19,19,19,19,19,19,Kalla Manga/Mango, 1, 15,2017-6-24
20,20,20,20,20,20,Orutu Manga/Mango, 1, 9 to 12,2017-6-24
21,21,21,21,21,21,Potato 1st Quality, 1, 15 to 18,2017-6-24
22,22,22,22,22,22,Potato 2nd Quality, 1, 10,2017-6-24
23,23,23,23,23,23,Coconut 1st Quality, –, 25 to 29,2017-6-24
24,24,24,24,24,24,Coconut 2nd Quality, –, 20 to 24,2017-6-24
25,25,25,25,25,25,Green Chilli, 1, 48 to 53,2017-6-24
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20 to 25,2017-6-24
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15 to 20,2017-6-24
28,28,28,28,28,28,Katharikai Pachai, 1, 40 to 50,2017-6-24
29,29,29,29,29,29,Katharikai ootha, 1, 40,2017-6-24
30,30,30,30,30,30,Valai Thar, –, 32 to 35,2017-6-24
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-6-24
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 15 to 18,2017-6-24
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 10 to 13,2017-6-24
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 120,2017-6-24
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 110,2017-6-24
36,36,36,36,36,36,Mullangi 1st Quality, 1, 35 to 40,2017-6-24
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 30 to 35,2017-6-24
38,38,38,38,38,38,Inji/Ginger, 1, 50 to 60,2017-6-24
39,39,39,39,39,39,Butter Beans, 1, 100 to 120,2017-6-24
40,40,40,40,40,40,Mutta Kose, 1, 18 to 20,2017-6-24
41,41,41,41,41,41,Pachai Pattani, 1, 120 to 180,2017-6-24
42,42,42,42,42,42,Pakarkai, 1, 40 to 45,2017-6-24
43,43,43,43,43,43,Nookal, 1, 35 to 40,2017-6-24
44,44,44,44,44,44,Chaw Chaw, 1, 15 to 20,2017-6-24
45,45,45,45,45,45,Kovakkai, 1, 15,2017-6-24
46,46,46,46,46,46,Kothavarangai, 1, 15,2017-6-24
47,47,47,47,47,47,Nellikai, 1, 45,2017-6-24
48,48,48,48,48,48,Narthangai, 1, 40,2017-6-24
49,49,49,49,49,49,Vellarikai, 1, 25,2017-6-24
