Commodity, Weight in Kg, Price in Rs
Lemon, 1, 70
Tomato/Thakkali 1st Quality, 1, 25 to 30
Tomato/Thakkali 2nd Quality, 1, 20 to 25
Small Onion, 1, 80 to 90
Bellary (Big Onion), 1, 25 to 28
Beans 1st Quality, –, 65 to 85
Beans 2nd Quality, 1, 60 to 80
Carrot 1st Quality, 1, 40 to 45
Carrot 2nd Quality, 1, 35 to 40
Vendai Kai/Lady Finger, 1, 10
Maram Murungai, 1, 20
Chedi Murungai, 1, 30
Avarai Ottu, 1, 6 to 5.50
Pachai Payaru, 1, 20
Vellai Payaru, 1, 30
Suraikai, 1, 4 , 6
Beetroot, 1, 20
Sunami Sambar, 1, 16 to 20
Pusanikai, 1, 12 to 15
Kalla Manga/Mango, 1, 70
Orutu Manga/Mango, 1, 50
Potato 1st Quality, 1, 20 to 25
Potato 2nd Quality, 1, 15 to 20
Coconut 1st Quality, –, 34
Coconut 2nd Quality, –, 29
Green Chilli, 1, 40 to 77
Cauliflower 1st Quality, –, 25
Cauliflower 2nd Quality, –, 20
Katharikai Pachai, 1, 25 to 30
Katharikai ootha, 1, 30
Valai Thar, –, 32
Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15
Pudalangai/Snake gourd 1st Quality, 1, 10 to 12
Pudalangai/Snake gourd 2nd Quality, 1, –
Kothamalli 1st Quality, 1 kattu, 35 to 40
Kothamalli 2nd Quality, 1 kattu, 30 to 35
Mullangi 1st Quality, 1, 30
Mullangi 2nd Quality, 1, 25
Inji/Ginger, 1, 50
Butter Beans, 1, 240
Mutta Kose, 1, 20
Pachai Pattani, 1, 140
Pakarkai, 1, 20 to 25
Nookal, 1, 40
Chaw Chaw, 1, 20
Kovakkai, 1, 20
Kothavarangai, 1, 30
Nellikai, 1, 60
Narthangai, 1, 40
Vellarikai, 1, 25
