,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 60 to65,2017-5-25
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 15 to20,2017-5-25
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 10,2017-5-25
3,3,3,3,3,3,Small Onion, 1, 85 to100,2017-5-25
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to12,2017-5-25
5,5,5,5,5,5,Beans 1st Quality, –, 60 to65,2017-5-25
6,6,6,6,6,6,Beans 2nd Quality, 1, 55 to60,2017-5-25
7,7,7,7,7,7,Carrot 1st Quality, 1, 60 to65,2017-5-25
8,8,8,8,8,8,Carrot 2nd Quality, 1, 55 to60,2017-5-25
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 15,2017-5-25
10,10,10,10,10,10,Maram Murungai, 1, 12 to18,2017-5-25
11,11,11,11,11,11,Chedi Murungai, 1, 18,2017-5-25
12,12,12,12,12,12,Avarai Ottu, 1, 25 to65,2017-5-25
13,13,13,13,13,13,Pachai Payaru, 1, 20,2017-5-25
14,14,14,14,14,14,Vellai Payaru, 1, 15,2017-5-25
15,15,15,15,15,15,Suraikai, 1, 8 to9,2017-5-25
16,16,16,16,16,16,Beetroot, 1, 28 to35,2017-5-25
17,17,17,17,17,17,Sunami Sambar, 1, 15. to16,2017-5-25
18,18,18,18,18,18,Pusanikai, 1, 10,2017-5-25
19,19,19,19,19,19,Kalla Manga/Mango, 1, 9,2017-5-25
20,20,20,20,20,20,Orutu Manga/Mango, 1, 7,2017-5-25
21,21,21,21,21,21,Potato 1st Quality, 1, 18 to20,2017-5-25
22,22,22,22,22,22,Potato 2nd Quality, 1, 13 to15,2017-5-25
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-5-25
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-5-25
25,25,25,25,25,25,Green Chilli, 1, 32 to50,2017-5-25
26,26,26,26,26,26,Cauliflower 1st Quality, –, 25 to30,2017-5-25
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 40,2017-5-25
28,28,28,28,28,28,Katharikai Pachai, 1, 30,2017-5-25
29,29,29,29,29,29,Katharikai ootha, 1, 25,2017-5-25
30,30,30,30,30,30,Valai Thar, –, 30,2017-5-25
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 25 to30,2017-5-25
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 25,2017-5-25
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 20,2017-5-25
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 100 to120,2017-5-25
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 95 to115,2017-5-25
36,36,36,36,36,36,Mullangi 1st Quality, 1, 25 to30,2017-5-25
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 20 to25,2017-5-25
38,38,38,38,38,38,Inji/Ginger, 1, 25 to30,2017-5-25
39,39,39,39,39,39,Butter Beans, 1, 200,2017-5-25
40,40,40,40,40,40,Mutta Kose, 1, 25,2017-5-25
41,41,41,41,41,41,Pachai Pattani, 1, 180,2017-5-25
42,42,42,42,42,42,Pakarkai, 1, 40,2017-5-25
43,43,43,43,43,43,Nookal, 1, 30,2017-5-25
44,44,44,44,44,44,Chaw Chaw, 1, 20,2017-5-25
45,45,45,45,45,45,Kovakkai, 1, 18,2017-5-25
46,46,46,46,46,46,Kothavarangai, 1, 15 to20,2017-5-25
47,47,47,47,47,47,Nellikai, 1, 30 to40,2017-5-25
48,48,48,48,48,48,Narthangai, 1, 70,2017-5-25
49,49,49,49,49,49,Vellarikai, 1, 25,2017-5-25
