Commodity, Weight in Kg, Price in Rs
Lemon, 1, 20 to 25
Tomato/Thakkali 1st Quality, 1, 10 to 15
Tomato/Thakkali 2nd Quality, 1, 8 to 10
Small Onion, 1, 20 to 25
Bellary (Big Onion), 1, 10 to 12
Beans 1st Quality, –, 25 to 30
Beans 2nd Quality, 1, –
Carrot 1st Quality, 1, 20
Carrot 2nd Quality, 1, –
Vendai Kai/Lady Finger, 1, 10 to 15
Maram Murungai, 1, 35 to 40
Chedi Murungai, 1, 25
Avarai Ottu, 1, 30
Pachai Payaru, 1, 8 to 10
Vellai Payaru, 1, 20 to 25
Suraikai, 1, 6
Beetroot, 1, 8 to 10
Sunami Sambar, 1, 18 to 20
Pusanikai, 1, 7 to 8
Kalla Manga/Mango, 1, 18
Orutu Manga/Mango, 1, 15
Potato 1st Quality, 1, 25
Potato 2nd Quality, 1, 20
Coconut 1st Quality, –, 30
Coconut 2nd Quality, –, 28
Green Chilli, 1, 25 to 27
Cauliflower 1st Quality, –, 20 to 30
Cauliflower 2nd Quality, –, 15 to 20
Katharikai Pachai, 1, 8
Katharikai ootha, 1, 15
Valai Thar, –, 25 to 28
Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15
Pudalangai/Snake gourd 1st Quality, 1, 10
Pudalangai/Snake gourd 2nd Quality, 1, 8
Kothamalli 1st Quality, 1, 12
Kothamalli 2nd Quality, 1, 10
Mullangi 1st Quality, 1, 8 to 10
Mullangi 2nd Quality, 1, 8 to 10
Inji/Ginger, 1, 5 to 7
Butter Beans, 1, 30
Mutta Kose, 1, 40 to 60
Pachai Pattani, 1, 8 -10
Pakarkai, 1, 16 to 18
Nookal, 1, 10 to 15
Chaw Chaw, 1, 8 to 12
