,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 50,2017-3-27
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20,2017-3-27
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15,2017-3-27
3,3,3,3,3,3,Small Onion, 1, 45-50,2017-3-27
4,4,4,4,4,4,Bellary (Big Onion), 1, 10-12,2017-3-27
5,5,5,5,5,5,Beans 1st Quality, –, 80-90,2017-3-27
6,6,6,6,6,6,Beans 2nd Quality, 1, 75-85,2017-3-27
7,7,7,7,7,7,Carrot 1st Quality, 1, 20-40,2017-3-27
8,8,8,8,8,8,Carrot 2nd Quality, 1, 15-35,2017-3-27
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 25,2017-3-27
10,10,10,10,10,10,Maram Murungai, 1, 5-6,2017-3-27
11,11,11,11,11,11,Chedi Murungai, 1, 7,2017-3-27
12,12,12,12,12,12,Avarai Ottu, 1, 45-85,2017-3-27
13,13,13,13,13,13,Pachai Payaru, 1, 30,2017-3-27
14,14,14,14,14,14,Vellai Payaru, 1, 35,2017-3-27
15,15,15,15,15,15,Suraikai, 1, 7,2017-3-27
16,16,16,16,16,16,Beetroot, 1, 20-24,2017-3-27
17,17,17,17,17,17,Sunami Sambar, 1, 12-13,2017-3-27
18,18,18,18,18,18,Pusanikai, 1, 16,2017-3-27
19,19,19,19,19,19,Kalla Manga/Mango, 1, 15,2017-3-27
20,20,20,20,20,20,Orutu Manga/Mango, 1, 11,2017-3-27
21,21,21,21,21,21,Potato 1st Quality, 1, 12-15,2017-3-27
22,22,22,22,22,22,Potato 2nd Quality, 1, 7-10,2017-3-27
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-3-27
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-3-27
25,25,25,25,25,25,Green Chilli, 1, 40-120,2017-3-27
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20-25,2017-3-27
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15-20,2017-3-27
28,28,28,28,28,28,Katharikai Pachai, 1, 45-50,2017-3-27
29,29,29,29,29,29,Katharikai ootha, 1, 30,2017-3-27
30,30,30,30,30,30,Valai Thar, –, 25,2017-3-27
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-3-27
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 30,2017-3-27
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-3-27
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 25,2017-3-27
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 20,2017-3-27
36,36,36,36,36,36,Mullangi 1st Quality, 1, 25,2017-3-27
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 20,2017-3-27
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-3-27
39,39,39,39,39,39,Butter Beans, 1, 150,2017-3-27
40,40,40,40,40,40,Mutta Kose, 1, 8-10,2017-3-27
41,41,41,41,41,41,Pachai Pattani, 1, 100,2017-3-27
42,42,42,42,42,42,Pakarkai, 1, 40-45,2017-3-27
43,43,43,43,43,43,Nookal, 1, 30,2017-3-27
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-3-27
45,45,45,45,45,45,Kovakkai, 1, 28,2017-3-27
46,46,46,46,46,46,Kothavarangai, 1, 22,2017-3-27
