Commodity, Weight in Kg, Price in Rs
Lemon, 1, 30
Tomato/Thakkali 1st Quality, 1, 60 to 70
Tomato/Thakkali 2nd Quality, 1, 55 to 65
Small Onion, 1, 80 to 120
Bellary (Big Onion), 1, 11 to 12
Beans 1st Quality, –, 50 to 60
Beans 2nd Quality, 1, 45 to 55
Carrot 1st Quality, 1, 60 to 65
Carrot 2nd Quality, 1, 55 to 60
Vendai Kai/Lady Finger, 1, 30 to 35
Maram Murungai, 1, 28
Chedi Murungai, 1, 22
Avarai Ottu, 1, 35 to 45
Pachai Payaru, 1, 25
Vellai Payaru, 1, 30
Suraikai, 1, 8
Beetroot, 1, 20 to 25
Sunami Sambar, 1, 15
Pusanikai, 1, 6.50
Kalla Manga/Mango, 1, 20
Orutu Manga/Mango, 1, 25
Potato 1st Quality, 1, 15 to 20
Potato 2nd Quality, 1, 10 to 15
Coconut 1st Quality, –, 25 to 29
Coconut 2nd Quality, –, 20 to24
Green Chilli, 1, 40 to 50
Cauliflower 1st Quality, –, 25
Cauliflower 2nd Quality, –, 20
Katharikai Pachai, 1, 30 to 40
Katharikai ootha, 1, 15 to 20
Valai Thar, –, 29 to 32
Karuveppilai/Curry Leaf, 1 Kattu, 20
Pudalangai/Snake gourd 1st Quality, 1, 25 to 30
Pudalangai/Snake gourd 2nd Quality, 1, 20 to 25
Kothamalli 1st Quality, 1 kattu, 110
Kothamalli 2nd Quality, 1 kattu, 100
Mullangi 1st Quality, 1, 30
Mullangi 2nd Quality, 1, 25
Inji/Ginger, 1, 60
Butter Beans, 1, 120
Mutta Kose, 1, 15 to 18
Pachai Pattani, 1, 180
Pakarkai, 1, 32
Nookal, 1, 60
Chaw Chaw, 1, 15
Kovakkai, 1, 20
Kothavarangai, 1, 20
Nellikai, 1, 45
Narthangai, 1, 40
Vellarikai, 1, 20
