Commodity, Weight in Kg, Price in Rs
Lemon, 1, 50 to 55
Tomato/Thakkali 1st Quality, 1, 30 to 35
Tomato/Thakkali 2nd Quality, 1, 25 to 30
Small Onion, 1, 50 to 55
Bellary (Big Onion), 1, 10 to 12
Beans 1st Quality, –, 70 to 85
Beans 2nd Quality, 1, 65 to 85
Carrot 1st Quality, 1, 55 to 65
Carrot 2nd Quality, 1, 50 to 60
Vendai Kai/Lady Finger, 1, 10
Maram Murungai, 1, 10 to 12
Chedi Murungai, 1, 15
Avarai Ottu, 1, 15
Pachai Payaru, 1, 20
Vellai Payaru, 1, 25
Suraikai, 1, 5
Beetroot, 1, 20 to 25
Sunami Sambar, 1, 22 to 25
Pusanikai, 1, 15
Kalla Manga/Mango, 1, 15
Orutu Manga/Mango, 1, 9
Potato 1st Quality, 1, 25 to 28
Potato 2nd Quality, 1, 20 to 23
Coconut 1st Quality, –, 25
Coconut 2nd Quality, –, 20
Green Chilli, 1, 19 to 50
Cauliflower 1st Quality, –, 25
Cauliflower 2nd Quality, –, 20
Katharikai Pachai, 1, 30
Katharikai ootha, 1, 20
Valai Thar, –, 25
Karuveppilai/Curry Leaf, 1 Kattu, 30
Pudalangai/Snake gourd 1st Quality, 1, 25
Pudalangai/Snake gourd 2nd Quality, 1, 20
Kothamalli 1st Quality, 1 kattu, 60
Kothamalli 2nd Quality, 1 kattu, 55
Mullangi 1st Quality, 1, 30
Mullangi 2nd Quality, 1, 25
Inji/Ginger, 1, 25
Butter Beans, 1, 160
Mutta Kose, 1, 20
Pachai Pattani, 1, 100 to 110
Pakarkai, 1, 30 to 35
Nookal, 1, 40
Chaw Chaw, 1, 15
Kovakkai, 1, 18
Kothavarangai, 1, 15
Nellikai, 1, 30
Narthangai, 1, 40
Vellarikai, 1, 18
