Commodity, Weight in Kg, Price in Rs
Lemon, 1, 55
Tomato/Thakkali 1st Quality, 1, 30
Tomato/Thakkali 2nd Quality, 1, 25
Small Onion, 1, 45 to 55
Bellary (Big Onion), 1, 12 to 15
Beans 1st Quality, –, 45 to 55
Beans 2nd Quality, 1, 40 to 50
Carrot 1st Quality, 1, 12 to 15
Carrot 2nd Quality, 1, 7 to 10
Vendai Kai/Lady Finger, 1, 45
Maram Murungai, 1, 6 to 7
Chedi Murungai, 1, 9
Avarai Ottu, 1, 36
Pachai Payaru, 1, 40
Vellai Payaru, 1, 25
Suraikai, 1, 8
Beetroot, 1, 13
Sunami Sambar, 1, 20
Pusanikai, 1, 13
Kalla Manga/Mango, 1, 22
Orutu Manga/Mango, 1, 17 to 18
Potato 1st Quality, 1, 15
Potato 2nd Quality, 1, 10
Coconut 1st Quality, –, 25 to 27
Coconut 2nd Quality, –, 20 to 22
Green Chilli, 1, 14 to 36
Cauliflower 1st Quality, –, 20
Cauliflower 2nd Quality, –, 15
Katharikai Pachai, 1, 40 to 45
Katharikai ootha, 1, 35
Valai Thar, –, 25
Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30
Pudalangai/Snake gourd 1st Quality, 1, 17
Pudalangai/Snake gourd 2nd Quality, 1, 12
Kothamalli 1st Quality, 1 kattu, 15
Kothamalli 2nd Quality, 1 kattu, 10
Mullangi 1st Quality, 1, 15
Mullangi 2nd Quality, 1, 10
Inji/Ginger, 1, 25
Butter Beans, 1, 130
Mutta Kose, 1, 8 to 10
Pachai Pattani, 1, 28
Pakarkai, 1, 35
Nookal, 1, 30
Chaw Chaw, 1, 25
Kovakkai, 1, 17
Kothavarangai, 1, 45
