Commodity, Weight in Kg, Price in Rs
Lemon, 1, 60 to 70
Tomato/Thakkali 1st Quality, 1, 15
Tomato/Thakkali 2nd Quality, 1, 10
Small Onion, 1, 70 to 80
Bellary (Big Onion), 1, 20 to 25
Beans 1st Quality, –, 70 to 80
Beans 2nd Quality, 1, 65 to 75
Carrot 1st Quality, 1, 30 to 35
Carrot 2nd Quality, 1, 25 to 30
Vendai Kai/Lady Finger, 1, 10
Maram Murungai, 1, 65
Chedi Murungai, 1, 75
Avarai Ottu, 1, 40 to 50
Pachai Payaru, 1, 28
Vellai Payaru, 1, 38
Suraikai, 1, 3
Beetroot, 1, 18 to 22
Sunami Sambar, 1, 45
Pusanikai, 1, 10
Kalla Manga/Mango, 1, 45
Orutu Manga/Mango, 1, 55
Potato 1st Quality, 1, 18 to 20
Potato 2nd Quality, 1, 15
Coconut 1st Quality, –, 40 to 42
Coconut 2nd Quality, –, 35 to 36
Green Chilli, 1, 18 to 20
Cauliflower 1st Quality, –, 20
Cauliflower 2nd Quality, –, 15
Katharikai Pachai, 1, 60
Katharikai ootha, 1, 40
Valai Thar, –, 26
Karuveppilai/Curry Leaf, 1 Kattu, 10
Pudalangai/Snake gourd 1st Quality, 1, 10
Pudalangai/Snake gourd 2nd Quality, 1, –
Kothamalli 1st Quality, 1 kattu, 60 ti 80
Kothamalli 2nd Quality, 1 kattu, 55 to 75
Mullangi 1st Quality, 1, 30
Mullangi 2nd Quality, 1, 25
Inji/Ginger, 1, 45 to 50
Butter Beans, 1, 140
Mutta Kose, 1, 20
Pachai Pattani, 1, 220
Pakarkai, 1, 25
Nookal, 1, 40
Chaw Chaw, 1, 12
Kovakkai, 1, 20
Kothavarangai, 1, 20
Nellikai, 1, 30
Narthangai, 1, 30
Vellarikai, 1, 25
