,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,0,0,0,Lemon, 1, 45 to 50,2017-3-17
1,1,1,1,1,1,Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-3-17
2,2,2,2,2,2,Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-3-17
3,3,3,3,3,3,Small Onion, 1, 45 to 50,2017-3-17
4,4,4,4,4,4,Bellary (Big Onion), 1, 10 to 12,2017-3-17
5,5,5,5,5,5,Beans 1st Quality, –, 70 to 75,2017-3-17
6,6,6,6,6,6,Beans 2nd Quality, 1, 65 to 70,2017-3-17
7,7,7,7,7,7,Carrot 1st Quality, 1, 35,2017-3-17
8,8,8,8,8,8,Carrot 2nd Quality, 1, 30,2017-3-17
9,9,9,9,9,9,Vendai Kai/Lady Finger, 1, 30,2017-3-17
10,10,10,10,10,10,Maram Murungai, 1, 8 to 12,2017-3-17
11,11,11,11,11,11,Chedi Murungai, 1, 16,2017-3-17
12,12,12,12,12,12,Avarai Ottu, 1, 25,2017-3-17
13,13,13,13,13,13,Pachai Payaru, 1, 38,2017-3-17
14,14,14,14,14,14,Vellai Payaru, 1, 35,2017-3-17
15,15,15,15,15,15,Suraikai, 1, 7,2017-3-17
16,16,16,16,16,16,Beetroot, 1, 19,2017-3-17
17,17,17,17,17,17,Sunami Sambar, 1, 22,2017-3-17
18,18,18,18,18,18,Pusanikai, 1, 16,2017-3-17
19,19,19,19,19,19,Kalla Manga/Mango, 1, 20,2017-3-17
20,20,20,20,20,20,Orutu Manga/Mango, 1, 16,2017-3-17
21,21,21,21,21,21,Potato 1st Quality, 1, 12 to 15,2017-3-17
22,22,22,22,22,22,Potato 2nd Quality, 1, 7 to 10,2017-3-17
23,23,23,23,23,23,Coconut 1st Quality, –, 25,2017-3-17
24,24,24,24,24,24,Coconut 2nd Quality, –, 20,2017-3-17
25,25,25,25,25,25,Green Chilli, 1, 11 to 32,2017-3-17
26,26,26,26,26,26,Cauliflower 1st Quality, –, 20,2017-3-17
27,27,27,27,27,27,Cauliflower 2nd Quality, –, 15,2017-3-17
28,28,28,28,28,28,Katharikai Pachai, 1, 20,2017-3-17
29,29,29,29,29,29,Katharikai ootha, 1, 15,2017-3-17
30,30,30,30,30,30,Valai Thar, –, 25,2017-3-17
31,31,31,31,31,31,Karuveppilai/Curry Leaf, 1 Kattu, 30,2017-3-17
32,32,32,32,32,32,Pudalangai/Snake gourd 1st Quality, 1, 28,2017-3-17
33,33,33,33,33,33,Pudalangai/Snake gourd 2nd Quality, 1, 23,2017-3-17
34,34,34,34,34,34,Kothamalli 1st Quality, 1 kattu, 20,2017-3-17
35,35,35,35,35,35,Kothamalli 2nd Quality, 1 kattu, 15,2017-3-17
36,36,36,36,36,36,Mullangi 1st Quality, 1, 20,2017-3-17
37,37,37,37,37,37,Mullangi 2nd Quality, 1, 15,2017-3-17
38,38,38,38,38,38,Inji/Ginger, 1, 25,2017-3-17
39,39,39,39,39,39,Butter Beans, 1, 160,2017-3-17
40,40,40,40,40,40,Mutta Kose, 1, 12 to 18,2017-3-17
41,41,41,41,41,41,Pachai Pattani, 1, 25,2017-3-17
42,42,42,42,42,42,Pakarkai, 1, 32 to 42,2017-3-17
43,43,43,43,43,43,Nookal, 1, 20,2017-3-17
44,44,44,44,44,44,Chaw Chaw, 1, 25,2017-3-17
45,45,45,45,45,45,Kovakkai, 1, 28,2017-3-17
46,46,46,46,46,46,Kothavarangai, 1, 25,2017-3-17
