,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 56,2014-8-23
1,Avarai Kolee, 1, 16,2014-8-23
2,Avarai ottu, 1, –,2014-8-23
3,Beans, 1, 40,2014-8-23
4,Beetroot, 1, 20,2014-8-23
5,Bellary, 1, 45,2014-8-23
6,C Flower, 1Flower, 13,2014-8-23
7,C Vengayam, 1, 33,2014-8-23
8,Chaw Chaw, 1, 20,2014-8-23
9,Kaththari Disco, 1, 7,2014-8-23
10,Kaththari Green, 1, 7,2014-8-23
11,Kothavarai, 1, 13,2014-8-23
12,Milagai Sambar, 1, 38,2014-8-23
13,Milagai urundai, 1, 38,2014-8-23
14,Mullaingi, 1, 8,2014-8-23
15,Murungai chedi, 1, 14,2014-8-23
16,Murungai Maram, 1, 9,2014-8-23
17,Nelli, 1, 32,2014-8-23
18,Pavarkai, 1, 30,2014-8-23
19,Perkangkai, 1, 18,2014-8-23
20,Pudalai, 1, 10,2014-8-23
21,Red Pusanikkai, 1, 10,2014-8-23
22,Sambar Vellari, 1, 3,2014-8-23
23,Suraikai, 1, 4,2014-8-23
24,Thakkali, 1, 25,2014-8-23
25,Thatta payaru, 1, 16,2014-8-23
26,Vendai, 1, 13,2014-8-23
