,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 63,2014-6-10
1,Avarai Kolee, 1, 35,2014-6-10
2,Avarai ottu, 1, –,2014-6-10
3,Beans, 1, 43,2014-6-10
4,Beetroot, 1, 17,2014-6-10
5,Bellary, 1, 24,2014-6-10
6,C Flower, 1Flower, 5,2014-6-10
7,C Vengayam, 1, 28,2014-6-10
8,Chaw Chaw, 1, 25,2014-6-10
9,Kaththari Disco, 1, 10,2014-6-10
10,Kaththari Green, 1, 5,2014-6-10
11,Kothavarai, 1, 9,2014-6-10
12,Milagai Sambar, 1, 8,2014-6-10
13,Milagai urundai, 1, 18,2014-6-10
14,Mullaingi, 1, 10,2014-6-10
15,Murungai chedi, 1, 60,2014-6-10
16,Murungai Maram, 1, 55,2014-6-10
17,Nelli, 1, 28,2014-6-10
18,Pavarkai, 1, 22,2014-6-10
19,Perkangkai, 1, 20,2014-6-10
20,Pudalai, 1, 16,2014-6-10
21,Red Pusanikkai, 1, 7.50,2014-6-10
22,Sambar Vellari, 1, 05,2014-6-10
23,Suraikai, 1, 5,2014-6-10
24,Thakkali, 1, 10,2014-6-10
25,Thatta payaru, 1, 16,2014-6-10
26,Vendai, 1, 18,2014-6-10
