Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 50
Avarai Kolee, 1, 40
Avarai ottu, 1, –
Beans, 1, 22
Beetroot, 1, 12
Bellary, 1, 21
C Flower, 1 Flower, 13
C Vengayam, 1, 40
Chaw Chaw, 1, 23
Kaththari Disco, 1, 30
Kaththari Green, 1, 30
Kothavarai, 1, 19
Milagai Samba, 1, 24
Milagai urundai, 1, 21
Mullaingi, 1, 8
Murungai chedi, 1, 40
Murungai Maram, 1, 30
Nelli, 1, 12
Pavarkai, 1, 24
Perkangkai, 1, 20
Pudalai, 1, 25
Red Pusanikkai, 1, 2
Sambar Vellari, 1, 5
Suraikai, 1, 6
Thakkali, 1, 7
Thatta payaru, 1, 35
Vendai, 1, 9
