,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt / அவரை (பெல்ட்), 1, 12,2014-3-8
1,Avarai Kolee / அவரை (கோலி), 1, 16,2014-3-8
2,Avarai ottu  / அவரை (ஒட்டு), 1, –,2014-3-8
3,Beans / பீன்ஸ், 1, 20,2014-3-8
4,Beetroot / பீட்ரூட், 1, 08,2014-3-8
5,Bellary / பெல்லாரி, 1, 09,2014-3-8
6,C Flower / காளிபிளவர், 1Flower, 09,2014-3-8
7,C Vengayam / சின்னவெங்காயம், 1, 20,2014-3-8
8,Chaw Chaw / சவ்சவ், 1, 10,2014-3-8
9,Kaththari Disco / கத்தரி(டிஸ்கோ), 1, 20,2014-3-8
10,Kaththari Green / கத்தரி(பச்சை), 1, 10,2014-3-8
11,Kothavarai / கொத்தவரை, 1, 25,2014-3-8
12,Milagai Sambar  / மிளகாய்(சாம்பார்), 1, 09,2014-3-8
13,Milagai urundai / மிளகாய்(உருண்டை), 1, 19,2014-3-8
14,Mullaingi / முள்ளங்கி, 1, 05,2014-3-8
15,Murungai chedi / முருங்கை(செடி), 1, 20,2014-3-8
16,Murungai Maram / முருங்கை(மரம்), 1, 18,2014-3-8
17,Nelli / நெல்லி, 1, 25,2014-3-8
18,Pavarkai / பாகற்காய், 1, 22,2014-3-8
19,Perkangkai / பீர்க்கங்காய், 1, 20,2014-3-8
20,Pudalai / புடலங்காய், 1, 10,2014-3-8
21,Red Pusanikkai / சிகப்பு பூசணிக்காய், 1, 03,2014-3-8
22,Sambar Vellari / சாம்பார் வெள்ளரி, 1, 12,2014-3-8
23,Suraikai / சுரைக்காய், 1, 06,2014-3-8
24,Thakkali / தக்காளி, 1, 2.50,2014-3-8
25,Thatta payaru / தட்டப்பயிறு, 1, 20,2014-3-8
26,Vendai / வெண்டைக்காய், 1, 18,2014-3-8
