,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 56,2014-7-15
1,Avarai Kolee, 1, 35,2014-7-15
2,Avarai ottu, 1, –,2014-7-15
3,Beans, 1, 45,2014-7-15
4,Beetroot, 1, 25,2014-7-15
5,Bellary, 1, 35,2014-7-15
6,C Flower, 1Flower, 15,2014-7-15
7,C Vengayam, 1, 26,2014-7-15
8,Chaw Chaw, 1, 23,2014-7-15
9,Kaththari Disco, 1, 25,2014-7-15
10,Kaththari Green, 1, 25,2014-7-15
11,Kothavarai, 1, 21,2014-7-15
12,Milagai Sambar, 1, 25,2014-7-15
13,Milagai urundai, 1, 42,2014-7-15
14,Mullaingi, 1, 6,2014-7-15
15,Murungai chedi, 1, 27,2014-7-15
16,Murungai Maram, 1, 20,2014-7-15
17,Nelli, 1, 34,2014-7-15
18,Pavarkai, 1, 32,2014-7-15
19,Perkangkai, 1, 28,2014-7-15
20,Pudalai, 1, 18,2014-7-15
21,Red Pusanikkai, 1, 11,2014-7-15
22,Sambar Vellari, 1, 5,2014-7-15
23,Suraikai, 1, 8,2014-7-15
24,Thakkali, 1, 30,2014-7-15
25,Thatta payaru, 1, 14,2014-7-15
26,Vendai, 1, 25,2014-7-15
