,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 50,2014-11-30
1,Avarai Kolee, 1, 40,2014-11-30
2,Avarai ottu, 1, –,2014-11-30
3,Beans, 1, 22,2014-11-30
4,Beetroot, 1, 12,2014-11-30
5,Bellary, 1, 21,2014-11-30
6,C Flower, 1 Flower, 13,2014-11-30
7,C Vengayam, 1, 30,2014-11-30
8,Chaw Chaw, 1, 25,2014-11-30
9,Kaththari Disco, 1, 32,2014-11-30
10,Kaththari Green, 1, 32,2014-11-30
11,Kothavarai, 1, 19,2014-11-30
12,Milagai Samba, 1, 24,2014-11-30
13,Milagai urundai, 1, 21,2014-11-30
14,Mullaingi, 1, 8,2014-11-30
15,Murungai chedi, 1, 50,2014-11-30
16,Murungai Maram, 1, 35,2014-11-30
17,Nelli, 1, 12,2014-11-30
18,Pavarkai, 1, 24,2014-11-30
19,Perkangkai, 1, 20,2014-11-30
20,Pudalai, 1, 25,2014-11-30
21,Red Pusanikkai, 1, 3,2014-11-30
22,Sambar Vellari, 1, 5,2014-11-30
23,Suraikai, 1, 3,2014-11-30
24,Thakkali, 1, 15,2014-11-30
25,Thatta payaru, 1, 35,2014-11-30
26,Vendai, 1, 9,2014-11-30
