,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 30,2014-4-23
1,Avarai Kolee, 1, 46,2014-4-23
2,Avarai ottu, 1, –,2014-4-23
3,Beans, 1, 35,2014-4-23
4,Beetroot, 1, 10,2014-4-23
5,Bellary, 1, 13,2014-4-23
6,C Flower, 1Flower, 11,2014-4-23
7,C Vengayam, 1, 20,2014-4-23
8,Chaw Chaw, 1, 25,2014-4-23
9,Kaththari Disco, 1, 15,2014-4-23
10,Kaththari Green, 1, 15,2014-4-23
11,Kothavarai, 1, 20,2014-4-23
12,Milagai Sambar, 1, 18,2014-4-23
13,Milagai urundai, 1, 35,2014-4-23
14,Mullaingi, 1, 13,2014-4-23
15,Murungai chedi, 1, 11,2014-4-23
16,Murungai Maram, 1, 05,2014-4-23
17,Nelli, 1, 28,2014-4-23
18,Pavarkai, 1, 22,2014-4-23
19,Perkangkai, 1, 20,2014-4-23
20,Pudalai, 1, 11,2014-4-23
21,Red Pusanikkai, 1, 3.50,2014-4-23
22,Sambar Vellari, 1, 06,2014-4-23
23,Suraikai, 1, 10,2014-4-23
24,Thakkali, 1, 07,2014-4-23
25,Thatta payaru, 1, 20,2014-4-23
26,Vendai, 1, 15,2014-4-23
