Commodity, Weight in Kg, Price in Rs
Avarai Belt, 1, 50
Avarai Kolee, 1, 36
Avarai ottu, 1, –
Beans, 1, 25
Beetroot, 1, 12
Bellary, 1, 21
C Flower, 1 Flower, 13
C Vengayam, 1, 30
Chaw Chaw, 1, 25
Kaththari Disco, 1, 28
Kaththari Green, 1, 32
Kothavarai, 1, 17
Milagai Samba, 1, 24
Milagai urundai, 1, 21
Mullaingi, 1, 8
Murungai chedi, 1, 80
Murungai Maram, 1, 70
Nelli, 1, 12
Pavarkai, 1, 27
Perkangkai, 1, 20
Pudalai, 1, 20
Red Pusanikkai, 1, 3
Sambar Vellari, 1, 5
Suraikai, 1, 8
Thakkali, 1, 17
Thatta payaru, 1, 35
Vendai, 1, 12
