,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt / அவரை (பெல்ட்), 1, 24,2014-4-3
1,Avarai Kolee / அவரை (கோலி), 1, 22,2014-4-3
2,Avarai ottu  / அவரை (ஒட்டு), 1, –,2014-4-3
3,Beans / பீன்ஸ், 1, 35,2014-4-3
4,Beetroot / பீட்ரூட், 1, 6.50,2014-4-3
5,Bellary / பெல்லாரி, 1, 11,2014-4-3
6,C Flower / காளிபிளவர், 1Flower, 7.50,2014-4-3
7,C Vengayam / சின்னவெங்காயம், 1, 18,2014-4-3
8,Chaw Chaw / சவ்சவ், 1, 11,2014-4-3
9,Kaththari Disco / கத்தரி(டிஸ்கோ), 1, 08,2014-4-3
10,Kaththari Green / கத்தரி(பச்சை), 1, 20,2014-4-3
11,Kothavarai / கொத்தவரை, 1, 32,2014-4-3
12,Milagai Sambar  / மிளகாய்(சாம்பார்), 1, 10,2014-4-3
13,Milagai urundai / மிளகாய்(உருண்டை), 1, 30,2014-4-3
14,Mullaingi / முள்ளங்கி, 1, 05,2014-4-3
15,Murungai chedi / முருங்கை(செடி), 1, 08,2014-4-3
16,Murungai Maram / முருங்கை(மரம்), 1, 06,2014-4-3
17,Nelli / நெல்லி, 1, 25,2014-4-3
18,Pavarkai / பாகற்காய், 1, 18,2014-4-3
19,Perkangkai / பீர்க்கங்காய், 1, 20,2014-4-3
20,Pudalai / புடலங்காய், 1, 09,2014-4-3
21,Red Pusanikkai / சிகப்பு பூசணிக்காய், 1, 03,2014-4-3
22,Sambar Vellari / சாம்பார் வெள்ளரி, 1, 12,2014-4-3
23,Suraikai / சுரைக்காய், 1, 03,2014-4-3
24,Thakkali / தக்காளி, 1, 04,2014-4-3
25,Thatta payaru / தட்டப்பயிறு, 1, 22,2014-4-3
26,Vendai / வெண்டைக்காய், 1, 24,2014-4-3
