,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Avarai Belt, 1, 40,2014-10-29
1,Avarai Kolee, 1, 16,2014-10-29
2,Avarai ottu, 1, –,2014-10-29
3,Beans, 1, 35,2014-10-29
4,Beetroot, 1, 8,2014-10-29
5,Bellary, 1, 20,2014-10-29
6,C Flower, 1 Flower, 12,2014-10-29
7,C Vengayam, 1, 20,2014-10-29
8,Chaw Chaw, 1, 26,2014-10-29
9,Kaththari Disco, 1, 15,2014-10-29
10,Kaththari Green, 1, 17,2014-10-29
11,Kothavarai, 1, 16,2014-10-29
12,Milagai Samba, 1, 20,2014-10-29
13,Milagai urundai, 1, 30,2014-10-29
14,Mullaingi, 1, 8,2014-10-29
15,Murungai chedi, 1, 15,2014-10-29
16,Murungai Maram, 1, 13,2014-10-29
17,Nelli, 1, 30,2014-10-29
18,Pavarkai, 1, 24,2014-10-29
19,Perkangkai, 1, 25,2014-10-29
20,Pudalai, 1, 10,2014-10-29
21,Red Pusanikkai, 1, 9,2014-10-29
22,Sambar Vellari, 1, 8,2014-10-29
23,Suraikai, 1, 2,2014-10-29
24,Thakkali, 1, 8,2014-10-29
25,Thatta payaru, 1, 32,2014-10-29
26,Vendai, 1, 9,2014-10-29
