,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016-10-26
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016-10-26
2,2,Avarai ottu, 1, –,2016-10-26
3,3,Beans, 1, 35,2016-10-26
4,4,Beetroot, 1, 8,2016-10-26
5,5,Bellary / Big Onion, 1, 16,2016-10-26
6,6,Cauliflower, 1 Flower, 15,2016-10-26
7,7,Small Onion / Chinna Vengayam, 1, 22,2016-10-26
8,8,Chaw Chaw, 1, 25,2016-10-26
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016-10-26
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016-10-26
11,11,Cluster Beans / Kothavarai, 1, 18,2016-10-26
12,12,Samba Chilli / Milagai Samba, 1, 28,2016-10-26
13,13,Round Chilli / Milagai Urundai, 1, 28,2016-10-26
14,14,Radish / Mullangi, 1, 8,2016-10-26
15,15,Drumstick / Murungai Chedi, 1, 22,2016-10-26
16,16,Drumstick / Murungai Maram, 1, 15,2016-10-26
17,17,Nelli Kai, 1, 27,2016-10-26
18,18,Bitter Gourd / Pakar kai, 1, –,2016-10-26
19,19,Perkangkai, 1, 20,2016-10-26
20,20,Snake Guard / Pudalai, 1, 12,2016-10-26
21,21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-10-26
22,22,Sambar Vellari, 1, 7,2016-10-26
23,23,Bottle gourd / Suraikai, 1, 6,2016-10-26
24,24,Tomato / Thakkali, 1, 5,2016-10-26
25,25,Thatta payaru, 1, 17,2016-10-26
26,26,Lady’s Finger / Venda Kai, 1, 20,2016-10-26
27,27,Lemon / Elumbichai, 1, 120,2016-10-26
