Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 32
Beans Kolee / Avarai Kolee, 1, 32
Avarai ottu, 1, –
Beans, 1, 32
Beetroot, 1, 7
Bellary / Big Onion, 1, 33
Cauliflower, 1 Flower, 17
Small Onion / Chinna Vengayam, 1, 30
Chaw Chaw, 1, 25
Disco Brinjal / Kaththari kai Disco, 1, 20
Green Brinjal / Kaththari Kai Pachai, 1, 20
Cluster Beans / Kothavarai, 1, 27
Samba Chilli / Milagai Samba, 1, 25
Round Chilli / Milagai Urundai, 1, 25
Radish / Mullangi, 1, 6
Drumstick / Murungai Chedi, 1, 10
Drumstick / Murungai Maram, 1, 12
Nelli Kai, 1, 25
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 20
Snake Guard / Pudalai, 1, 12
Red Pumpkin / Red Pusanikkai, 1, 5
Sambar Vellari, 1, 10
Bottle gourd / Suraikai, 1, 5
Tomato / Thakkali, 1, 25
Thatta payaru, 1, 35
Lady’s Finger / Venda Kai, 1, 6
Lemon / Elumbichai, 1, 120
