,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,0,Belt Beans / Avarai Belt, 1, 30,2016-1-13
1,1,1,Beans Kolee / Avarai Kolee, 1, 30,2016-1-13
2,2,2,Avarai ottu, 1, –,2016-1-13
3,3,3,Beans, 1, 55,2016-1-13
4,4,4,Beetroot, 1, 7,2016-1-13
5,5,5,Bellary / Big Onion, 1, 35,2016-1-13
6,6,6,Cauliflower, 1 Flower, 17,2016-1-13
7,7,7,Small Onion / Chinna Vengayam, 1, 35,2016-1-13
8,8,8,Chaw Chaw, 1, 18,2016-1-13
9,9,9,Disco Brinjal / Kaththari kai Disco, 1, 30,2016-1-13
10,10,10,Green Brinjal / Kaththari Kai Pachai, 1, 35,2016-1-13
11,11,11,Cluster Beans / Kothavarai, 1, 18,2016-1-13
12,12,12,Samba Chilli / Milagai Samba, 1, 40,2016-1-13
13,13,13,Round Chilli / Milagai Urundai, 1, 50,2016-1-13
14,14,14,Radish / Mullangi, 1, 8,2016-1-13
15,15,15,Drumstick / Murungai Chedi, 1, 68,2016-1-13
16,16,16,Drumstick / Murungai Maram, 1, 68,2016-1-13
17,17,17,Nelli Kai, 1, 22,2016-1-13
18,18,18,Bitter Gourd / Pakar kai, 1, –,2016-1-13
19,19,19,Perkangkai, 1, 22,2016-1-13
20,20,20,Snake Guard / Pudalai, 1, 20,2016-1-13
21,21,21,Red Pumpkin / Red Pusanikkai, 1, 7,2016-1-13
22,22,22,Sambar Vellari, 1, 10,2016-1-13
23,23,23,Bottle gourd / Suraikai, 1, 20,2016-1-13
24,24,24,Tomato / Thakkali, 1, 38,2016-1-13
25,25,25,Thatta payaru, 1, 30,2016-1-13
26,26,26,Lady’s Finger / Venda Kai, 1, 27,2016-1-13
27,27,27,Lemon / Elumbichai, 1, 70,2016-1-13
