,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Belt Beans / Avarai Belt, 1, 25,2016- 9-7
1,1,Beans Kolee / Avarai Kolee, 1, 25,2016- 9-7
2,2,Avarai ottu, 1, –,2016- 9-7
3,3,Beans, 1, 30,2016- 9-7
4,4,Beetroot, 1, 10,2016- 9-7
5,5,Bellary / Big Onion, 1, 20,2016- 9-7
6,6,Cauliflower, 1 Flower, 13,2016- 9-7
7,7,Small Onion / Chinna Vengayam, 1, 15,2016- 9-7
8,8,Chaw Chaw, 1, 20,2016- 9-7
9,9,Disco Brinjal / Kaththari kai Disco, 1, 15,2016- 9-7
10,10,Green Brinjal / Kaththari Kai Pachai, 1, 15,2016- 9-7
11,11,Cluster Beans / Kothavarai, 1, 8,2016- 9-7
12,12,Samba Chilli / Milagai Samba, 1, 20,2016- 9-7
13,13,Round Chilli / Milagai Urundai, 1, 20,2016- 9-7
14,14,Radish / Mullangi, 1, 9,2016- 9-7
15,15,Drumstick / Murungai Chedi, 1, 20,2016- 9-7
16,16,Drumstick / Murungai Maram, 1, 15,2016- 9-7
17,17,Nelli Kai, 1, 23,2016- 9-7
18,18,Bitter Gourd / Pakar kai, 1, –,2016- 9-7
19,19,Perkangkai, 1, 18,2016- 9-7
20,20,Snake Guard / Pudalai, 1, 10,2016- 9-7
21,21,Red Pumpkin / Red Pusanikkai, 1, 4,2016- 9-7
22,22,Sambar Vellari, 1, 3,2016- 9-7
23,23,Bottle gourd / Suraikai, 1, 4,2016- 9-7
24,24,Tomato / Thakkali, 1, 4,2016- 9-7
25,25,Thatta payaru, 1, 20,2016- 9-7
26,26,Lady’s Finger / Venda Kai, 1, 12,2016- 9-7
27,27,Lemon / Elumbichai, 1, 90,2016- 9-7
