Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 30
Beans Kolee / Avarai Kolee, 1, 35
Avarai ottu, 1, –
Beans, 1, 40
Beetroot, 1, 7
Bellary / Big Onion, 1, 20
Cauliflower, 1 Flower, 15
Small Onion / Chinna Vengayam, 1, 35
Chaw Chaw, 1, 25
Disco Brinjal / Kaththari kai Disco, 1, 20
Green Brinjal / Kaththari Kai Pachai, 1, 25
Cluster Beans / Kothavarai, 1, 25
Samba Chilli / Milagai Samba, 1, 30
Round Chilli / Milagai Urundai, 1, 30
Radish / Mullangi, 1, 7
Drumstick / Murungai Chedi, 1, 80
Drumstick / Murungai Maram, 1, 75
Nelli Kai, 1, 25
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 25
Snake Guard / Pudalai, 1, 10
Red Pumpkin / Red Pusanikkai, 1, 6
Sambar Vellari, 1, 12
Bottle gourd / Suraikai, 1, 6
Tomato / Thakkali, 1, 45
Thatta payaru, 1, 40
Lady’s Finger / Venda Kai, 1, 18
Lemon / Elumbichai, 1, 90
