Commodity, Weight in Kg, Price in Rs
Belt Beans / Avarai Belt, 1, 32
Beans Kolee / Avarai Kolee, 1, 32
Avarai ottu, 1, –
Beans, 1, 30
Beetroot, 1, 7
Bellary / Big Onion, 1, 30
Cauliflower, 1 Flower, 16
Small Onion / Chinna Vengayam, 1, 35
Chaw Chaw, 1, 25
Disco Brinjal / Kaththari kai Disco, 1, 25
Green Brinjal / Kaththari Kai Pachai, 1, 25
Cluster Beans / Kothavarai, 1, 20
Samba Chilli / Milagai Samba, 1, 30
Round Chilli / Milagai Urundai, 1, 30
Radish / Mullangi, 1, 7
Drumstick / Murungai Chedi, 1, 25
Drumstick / Murungai Maram, 1, 25
Nelli Kai, 1, 25
Bitter Gourd / Pakar kai, 1, –
Perkangkai, 1, 20
Snake Guard / Pudalai, 1, 12
Red Pumpkin / Red Pusanikkai, 1, 6
Sambar Vellari, 1, 10
Bottle gourd / Suraikai, 1, 5
Tomato / Thakkali, 1, 30
Thatta payaru, 1, 35
Lady’s Finger / Venda Kai, 1, 10
Lemon / Elumbichai, 1, 110
