,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,Belt Beans / Avarai Belt, 1, 25,2016-10-12
1,Beans Kolee / Avarai Kolee, 1, 25,2016-10-12
2,Avarai ottu, 1, –,2016-10-12
3,Beans, 1, 35,2016-10-12
4,Beetroot, 1, 8,2016-10-12
5,Bellary / Big Onion, 1, 15,2016-10-12
6,Cauliflower, 1 Flower, 14,2016-10-12
7,Small Onion / Chinna Vengayam, 1, 22,2016-10-12
8,Chaw Chaw, 1, 22,2016-10-12
9,Disco Brinjal / Kaththari kai Disco, 1, 13,2016-10-12
10,Green Brinjal / Kaththari Kai Pachai, 1, 13,2016-10-12
11,Cluster Beans / Kothavarai, 1, 10,2016-10-12
12,Samba Chilli / Milagai Samba, 1, 15,2016-10-12
13,Round Chilli / Milagai Urundai, 1, 15,2016-10-12
14,Radish / Mullangi, 1, 9,2016-10-12
15,Drumstick / Murungai Chedi, 1, 17,2016-10-12
16,Drumstick / Murungai Maram, 1, 15,2016-10-12
17,Nelli Kai, 1, 25,2016-10-12
18,Bitter Gourd / Pakar kai, 1, –,2016-10-12
19,Perkangkai, 1, 22,2016-10-12
20,Snake Guard / Pudalai, 1, 16,2016-10-12
21,Red Pumpkin / Red Pusanikkai, 1, 5,2016-10-12
22,Sambar Vellari, 1, 5,2016-10-12
23,Bottle gourd / Suraikai, 1, 4,2016-10-12
24,Tomato / Thakkali, 1, 9,2016-10-12
25,Thatta payaru, 1, 20,2016-10-12
26,Lady’s Finger / Venda Kai, 1, 14,2016-10-12
27,Lemon / Elumbichai, 1, 90,2016-10-12
